CODE,NAME,AGES_0-14,AGES_15-64,AGES_65P,AGES_W_15-49,AGES_0,AGES_1-4,AGES_5-9,AGES_10-14,AGES_15-19,AGES_20-24,AGES_25-29,AGES_30-34,AGES_35-39,AGES_40-44,AGES_45-49,AGES_50-54,AGES_55-59,AGES_60-64,AGES_65-69,AGES_70-74,AGES_75-79,AGES_80-84,AGES_85P
110101,东城区,0.1387,0.679,0.1823,0.2316,0.0062,0.0362,0.0583,0.038,0.0232,0.0339,0.0563,0.0838,0.1028,0.0807,0.0697,0.0654,0.0811,0.0822,0.073,0.0389,0.023,0.0235,0.0238
110102,西城区,0.1427,0.6755,0.1817,0.235,0.0063,0.0368,0.0603,0.0394,0.0234,0.0348,0.0554,0.0798,0.1029,0.0857,0.0738,0.0645,0.0772,0.078,0.0714,0.0385,0.0232,0.0233,0.0253
110105,朝阳区,0.1145,0.7428,0.1427,0.2712,0.0068,0.0368,0.0426,0.0282,0.0228,0.0531,0.0887,0.1168,0.1062,0.0787,0.0732,0.0696,0.0712,0.0626,0.0553,0.0318,0.0212,0.0195,0.015
110106,丰台区,0.1088,0.7328,0.1584,0.2479,0.0069,0.0369,0.0377,0.0273,0.021,0.043,0.079,0.1102,0.0973,0.0722,0.0724,0.0738,0.0852,0.0787,0.0653,0.0356,0.0217,0.02,0.0159
110107,石景山区,0.1136,0.7226,0.1638,0.2422,0.0071,0.0372,0.0402,0.0291,0.028,0.0505,0.0708,0.1016,0.0947,0.0711,0.0704,0.0727,0.084,0.0788,0.0686,0.0345,0.0219,0.0214,0.0174
110108,海淀区,0.1184,0.7509,0.1306,0.2799,0.0059,0.0343,0.0446,0.0337,0.0432,0.0975,0.0934,0.0961,0.0894,0.0737,0.072,0.067,0.0647,0.0539,0.0482,0.0274,0.0196,0.0196,0.0157
110109,门头沟区,0.114,0.7384,0.1476,0.2297,0.0077,0.0403,0.0377,0.0283,0.0222,0.0437,0.0742,0.1045,0.0858,0.0673,0.0777,0.0883,0.0961,0.0785,0.0632,0.0342,0.0206,0.017,0.0126
110111,房山区,0.1289,0.739,0.1321,0.2414,0.0081,0.0464,0.0447,0.0298,0.0326,0.0531,0.0706,0.1155,0.0961,0.0683,0.0763,0.0804,0.0801,0.0661,0.058,0.0333,0.0197,0.0127,0.0085
110112,通州区,0.121,0.7639,0.1151,0.26,0.0071,0.0433,0.0429,0.0277,0.0259,0.0592,0.0983,0.129,0.1063,0.0762,0.0729,0.0723,0.0671,0.0566,0.0525,0.0289,0.0157,0.0101,0.0079
110113,顺义区,0.1173,0.7743,0.1084,0.2478,0.0076,0.0426,0.0404,0.0267,0.0239,0.0536,0.0881,0.1388,0.1005,0.0725,0.0808,0.0838,0.0755,0.0568,0.0478,0.0266,0.0164,0.01,0.0076
110114,昌平区,0.104,0.7989,0.0972,0.271,0.007,0.0395,0.0354,0.0221,0.0348,0.0858,0.1246,0.1364,0.097,0.0676,0.0678,0.0678,0.0647,0.0523,0.0425,0.0235,0.0137,0.0098,0.0078
110115,大兴区,0.1188,0.7841,0.0971,0.2593,0.0077,0.0448,0.0408,0.0256,0.0309,0.0689,0.0958,0.1366,0.1037,0.072,0.0772,0.0765,0.0697,0.053,0.0424,0.0237,0.0135,0.0094,0.008
110116,怀柔区,0.1177,0.7546,0.1276,0.2235,0.007,0.0386,0.0391,0.0329,0.0263,0.0657,0.0713,0.0967,0.0855,0.0664,0.0868,0.0982,0.0898,0.0679,0.053,0.0294,0.0187,0.0145,0.0119
110117,平谷区,0.1329,0.7028,0.1643,0.2119,0.0083,0.0487,0.0432,0.0327,0.0219,0.0371,0.0626,0.1111,0.0822,0.0602,0.0768,0.0858,0.0891,0.0759,0.0673,0.0429,0.0243,0.0164,0.0135
110118,密云区,0.1265,0.7216,0.1519,0.2105,0.0078,0.0423,0.041,0.0355,0.0262,0.0409,0.0606,0.0935,0.0818,0.0631,0.0776,0.1008,0.0977,0.0795,0.0632,0.0357,0.0234,0.0168,0.0128
110119,延庆区,0.1171,0.7261,0.1568,0.2098,0.0073,0.0402,0.0373,0.0323,0.0352,0.0501,0.057,0.0934,0.0733,0.063,0.0848,0.1031,0.0929,0.0733,0.0633,0.0394,0.0233,0.0177,0.0132
120101,和平区,0.1456,0.6972,0.1572,0.2334,0.0043,0.0326,0.0586,0.0501,0.0347,0.0603,0.0668,0.0861,0.0964,0.0806,0.0767,0.0669,0.0647,0.0639,0.0613,0.038,0.0229,0.0157,0.0193
120102,河东区,0.1153,0.6901,0.1946,0.2183,0.005,0.0332,0.043,0.0341,0.0304,0.0381,0.0575,0.0913,0.0957,0.0661,0.0659,0.0641,0.0871,0.0939,0.0825,0.0473,0.0273,0.0193,0.0182
120103,河西区,0.1221,0.6831,0.1948,0.233,0.005,0.0319,0.0487,0.0365,0.0362,0.0579,0.0569,0.0802,0.0923,0.0666,0.0657,0.0633,0.0789,0.0851,0.0773,0.0455,0.0298,0.0217,0.0205
120104,南开区,0.1193,0.6833,0.1974,0.2289,0.0048,0.0319,0.0464,0.0362,0.0312,0.0557,0.0625,0.0839,0.0929,0.0665,0.0642,0.0625,0.0792,0.0847,0.0779,0.0462,0.0304,0.0227,0.0203
120105,河北区,0.1094,0.6841,0.2065,0.2098,0.0047,0.0316,0.0412,0.0318,0.0303,0.0389,0.0541,0.0892,0.0924,0.0618,0.0597,0.062,0.0925,0.1033,0.0882,0.049,0.0283,0.0211,0.02
120106,红桥区,0.1054,0.6899,0.2047,0.2086,0.0044,0.0302,0.0386,0.0321,0.034,0.0415,0.0563,0.086,0.0893,0.0619,0.0596,0.0634,0.0953,0.1026,0.0859,0.0491,0.0287,0.0213,0.0196
120110,东丽区,0.1269,0.7628,0.1103,0.2416,0.0067,0.0412,0.0436,0.0354,0.0439,0.0666,0.087,0.1254,0.0938,0.0662,0.0717,0.0725,0.0739,0.0619,0.0481,0.0283,0.0162,0.0099,0.0077
120111,西青区,0.1195,0.776,0.1045,0.2699,0.0059,0.04,0.0408,0.0328,0.0615,0.1081,0.084,0.1156,0.0867,0.063,0.0664,0.0694,0.0663,0.0549,0.0456,0.0268,0.0155,0.0092,0.0074
120112,津南区,0.1349,0.7623,0.1028,0.2552,0.0069,0.0412,0.0459,0.0409,0.0745,0.0888,0.0749,0.1052,0.0799,0.0628,0.0728,0.0774,0.0698,0.0562,0.0434,0.0273,0.0158,0.0093,0.0069
120113,北辰区,0.1224,0.7437,0.1339,0.2424,0.0058,0.037,0.0435,0.0361,0.0501,0.0694,0.0662,0.1048,0.0931,0.0685,0.069,0.0725,0.0787,0.0714,0.0592,0.0345,0.0191,0.0117,0.0093
120114,武清区,0.1484,0.7122,0.1393,0.2359,0.0065,0.0408,0.0499,0.0512,0.0458,0.0483,0.0657,0.0999,0.0798,0.079,0.0797,0.0776,0.0775,0.059,0.0595,0.0388,0.0211,0.0116,0.0083
120115,宝坻区,0.148,0.6938,0.1583,0.2183,0.0071,0.0415,0.049,0.0504,0.0402,0.0429,0.0651,0.0982,0.0669,0.0694,0.0791,0.0894,0.0812,0.0614,0.0668,0.0423,0.0238,0.0143,0.0111
120116,滨海新区,0.1456,0.734,0.1204,0.2456,0.0067,0.043,0.052,0.0439,0.0445,0.0584,0.0711,0.1112,0.0928,0.0736,0.0781,0.0775,0.0698,0.0569,0.0503,0.031,0.0182,0.0124,0.0085
120117,宁河区,0.1576,0.6886,0.1537,0.2096,0.0061,0.036,0.0558,0.0598,0.0374,0.0395,0.0668,0.0944,0.0718,0.0674,0.0736,0.0854,0.0803,0.0721,0.0681,0.0407,0.023,0.0127,0.0092
120118,静海区,0.1631,0.7038,0.133,0.2308,0.0061,0.0378,0.0559,0.0633,0.0534,0.0634,0.0701,0.0838,0.0675,0.0685,0.0885,0.0894,0.0657,0.0536,0.0573,0.0378,0.019,0.0107,0.0082
120119,蓟州区,0.1675,0.6729,0.1596,0.2095,0.0069,0.0397,0.0588,0.0622,0.0403,0.0368,0.0557,0.0983,0.0719,0.0574,0.0714,0.0883,0.0847,0.0682,0.0668,0.0427,0.0233,0.0151,0.0116
130102,长安区,0.1761,0.7199,0.1039,0.2663,0.0089,0.0563,0.0647,0.0462,0.0395,0.062,0.0805,0.1278,0.0958,0.0677,0.069,0.0688,0.0612,0.0476,0.0391,0.0242,0.0158,0.0145,0.0103
130104,桥西区,0.1589,0.7339,0.1072,0.29,0.008,0.0487,0.0575,0.0447,0.0829,0.0813,0.0703,0.1051,0.0905,0.0685,0.0671,0.0625,0.0581,0.0477,0.0418,0.0259,0.0163,0.0131,0.0101
130105,新华区,0.1702,0.7257,0.1041,0.2867,0.0083,0.0504,0.0618,0.0497,0.0933,0.0667,0.0635,0.1067,0.0915,0.07,0.0689,0.0626,0.0563,0.0462,0.0405,0.0253,0.0161,0.0127,0.0096
130107,井陉矿区,0.1578,0.6929,0.1493,0.1909,0.0092,0.0475,0.0529,0.0483,0.0343,0.0303,0.0495,0.0898,0.0671,0.0551,0.0753,0.1031,0.1061,0.0823,0.0605,0.0364,0.0247,0.0174,0.0104
130108,裕华区,0.1706,0.7317,0.0978,0.3031,0.0086,0.052,0.0627,0.0473,0.0713,0.1046,0.0681,0.1044,0.0931,0.07,0.0676,0.0599,0.0516,0.0411,0.0383,0.0245,0.0155,0.0118,0.0076
130109,藁城区,0.2096,0.6543,0.1362,0.2098,0.0089,0.0537,0.082,0.0649,0.055,0.0358,0.0611,0.1067,0.0719,0.0464,0.0625,0.0848,0.071,0.0592,0.057,0.0366,0.0213,0.0124,0.0089
130110,鹿泉区,0.1936,0.6912,0.1151,0.2421,0.01,0.0577,0.0717,0.0542,0.0708,0.0486,0.0618,0.1185,0.0888,0.0573,0.0558,0.0681,0.066,0.0555,0.0503,0.0298,0.0172,0.0103,0.0075
130111,栾城区,0.1987,0.6775,0.1238,0.2376,0.01,0.0535,0.0734,0.0618,0.07,0.0481,0.0744,0.112,0.0787,0.0495,0.0559,0.0784,0.0651,0.0456,0.0546,0.0335,0.0178,0.01,0.0079
130121,井陉县,0.1666,0.6563,0.1771,0.1805,0.0075,0.0382,0.0567,0.0642,0.0534,0.0326,0.046,0.0671,0.0533,0.0537,0.0752,0.0981,0.0972,0.0797,0.0688,0.0477,0.0298,0.0188,0.0119
130123,正定县,0.1988,0.6778,0.1234,0.2327,0.0089,0.0522,0.0747,0.063,0.0903,0.0332,0.0509,0.1129,0.0725,0.0558,0.0632,0.0785,0.0659,0.0547,0.0522,0.0332,0.0197,0.0106,0.0077
130125,行唐县,0.223,0.6263,0.1507,0.1974,0.0077,0.0411,0.0824,0.0919,0.0522,0.0289,0.0457,0.0872,0.0692,0.0567,0.0657,0.0812,0.0738,0.0658,0.0659,0.0408,0.0225,0.0132,0.0083
130126,灵寿县,0.2028,0.6549,0.1423,0.2154,0.0081,0.0442,0.074,0.0766,0.091,0.0345,0.0545,0.0867,0.0688,0.0442,0.0623,0.0765,0.0731,0.0631,0.0611,0.039,0.0194,0.0131,0.0097
130127,高邑县,0.2337,0.6193,0.1469,0.1927,0.0078,0.0473,0.0905,0.0883,0.0398,0.0202,0.0451,0.1039,0.0817,0.0409,0.064,0.0834,0.0787,0.0616,0.0612,0.0397,0.0248,0.0118,0.0094
130128,深泽县,0.1838,0.6322,0.1841,0.1975,0.0072,0.0437,0.0653,0.0676,0.0324,0.0288,0.056,0.0912,0.0798,0.0541,0.0681,0.0759,0.0726,0.0735,0.0742,0.0552,0.028,0.0151,0.0115
130129,赞皇县,0.2703,0.6095,0.1202,0.1926,0.0092,0.0534,0.1015,0.1062,0.043,0.0253,0.0462,0.0909,0.0863,0.0534,0.0552,0.0725,0.0746,0.0622,0.0509,0.0338,0.0182,0.0101,0.0072
130130,无极县,0.2137,0.6426,0.1437,0.204,0.0076,0.0442,0.0824,0.0795,0.0464,0.0271,0.0542,0.093,0.0743,0.0552,0.0708,0.0826,0.0727,0.0664,0.0602,0.0416,0.0218,0.0116,0.0085
130131,平山县,0.2114,0.6354,0.1532,0.1938,0.0087,0.0456,0.0771,0.08,0.042,0.0288,0.0518,0.0897,0.0751,0.0547,0.0582,0.0817,0.0829,0.0705,0.0634,0.0432,0.022,0.014,0.0105
130132,元氏县,0.2098,0.6558,0.1344,0.2062,0.0085,0.0463,0.0787,0.0763,0.0542,0.0496,0.0615,0.0955,0.0716,0.0508,0.0611,0.081,0.0736,0.0568,0.0568,0.038,0.0218,0.0101,0.0077
130133,赵县,0.2151,0.6334,0.1515,0.2001,0.0086,0.049,0.0811,0.0765,0.0422,0.0299,0.0567,0.0894,0.0774,0.0619,0.064,0.0861,0.0712,0.0546,0.0654,0.0424,0.0217,0.0123,0.0097
130171,石家庄高新技术产业开发区,0.2013,0.7269,0.0719,0.2963,0.0126,0.0693,0.0746,0.0447,0.086,0.0705,0.0866,0.1528,0.0953,0.0517,0.048,0.0524,0.0472,0.0364,0.0327,0.0187,0.0101,0.0061,0.0044
130172,石家庄循环化工园区,0.1973,0.6506,0.1521,0.2021,0.0108,0.0595,0.0737,0.0533,0.0185,0.0294,0.0748,0.1197,0.0762,0.0507,0.0634,0.0861,0.0697,0.0622,0.0655,0.0377,0.0234,0.0154,0.0101
130181,辛集市,0.1613,0.6494,0.1893,0.2047,0.0067,0.0393,0.0589,0.0564,0.0441,0.0248,0.0497,0.0945,0.0764,0.0602,0.0714,0.0817,0.0746,0.0719,0.0774,0.0556,0.0277,0.0163,0.0122
130183,晋州市,0.2051,0.6406,0.1543,0.1992,0.0085,0.0548,0.076,0.0658,0.0328,0.0239,0.0546,0.1036,0.0806,0.0498,0.0651,0.0852,0.0763,0.0686,0.0636,0.0444,0.0234,0.0131,0.0099
130184,新乐市,0.2249,0.6594,0.1157,0.2315,0.008,0.0438,0.0831,0.09,0.0592,0.0538,0.057,0.0917,0.0793,0.0625,0.0633,0.0754,0.0623,0.0549,0.0503,0.0317,0.0173,0.0098,0.0067
130202,路南区,0.142,0.6949,0.1631,0.2318,0.0064,0.0396,0.0513,0.0447,0.0409,0.0346,0.0581,0.0948,0.0861,0.0844,0.0701,0.0745,0.079,0.0723,0.0738,0.0429,0.0207,0.0143,0.0113
130203,路北区,0.1411,0.6911,0.1678,0.2355,0.0063,0.0408,0.0528,0.0412,0.038,0.0411,0.0541,0.0932,0.0899,0.0791,0.0698,0.0739,0.08,0.072,0.0739,0.0415,0.0223,0.0168,0.0133
130204,古冶区,0.1149,0.6795,0.2056,0.1918,0.0047,0.0299,0.0415,0.0388,0.0268,0.03,0.0455,0.0739,0.0744,0.0697,0.0734,0.0855,0.102,0.0985,0.0921,0.0517,0.0274,0.0188,0.0155
130205,开平区,0.1431,0.6847,0.1722,0.2106,0.0055,0.0359,0.0541,0.0476,0.0311,0.0325,0.0525,0.082,0.0822,0.0831,0.0742,0.084,0.0857,0.0774,0.0787,0.0473,0.022,0.0143,0.0099
130207,丰南区,0.1589,0.6814,0.1597,0.2173,0.0075,0.0461,0.0576,0.0477,0.0529,0.0355,0.0535,0.097,0.066,0.0737,0.0736,0.0858,0.0783,0.0652,0.0724,0.0446,0.0203,0.0126,0.0097
130208,丰润区,0.1696,0.6737,0.1568,0.2116,0.0068,0.0418,0.0653,0.0556,0.0544,0.0427,0.0451,0.0966,0.0677,0.0637,0.0682,0.0838,0.0848,0.0666,0.0662,0.042,0.0233,0.0147,0.0106
130209,曹妃甸区,0.1278,0.7669,0.1053,0.2522,0.0077,0.0437,0.0452,0.0312,0.0958,0.1027,0.0746,0.1072,0.0688,0.058,0.0683,0.0786,0.0657,0.0471,0.0432,0.0275,0.0157,0.0114,0.0076
130224,滦南县,0.1458,0.6619,0.1923,0.1956,0.0066,0.0382,0.0497,0.0513,0.0457,0.0325,0.0479,0.0586,0.0608,0.069,0.0812,0.0946,0.0934,0.078,0.0806,0.0518,0.0274,0.0176,0.0149
130225,乐亭县,0.107,0.6658,0.2272,0.1825,0.0052,0.0282,0.0334,0.0402,0.0397,0.0268,0.0461,0.0604,0.0654,0.0667,0.0768,0.1014,0.098,0.0846,0.0936,0.0655,0.0353,0.0171,0.0156
130227,迁西县,0.2047,0.6551,0.1403,0.2026,0.0079,0.0461,0.0712,0.0794,0.0456,0.0338,0.0403,0.092,0.0728,0.0653,0.0626,0.086,0.0843,0.0725,0.0622,0.0385,0.0197,0.0118,0.008
130229,玉田县,0.1823,0.6508,0.1669,0.2065,0.0073,0.0472,0.0671,0.0607,0.0448,0.0286,0.0411,0.0985,0.0738,0.0737,0.0641,0.0848,0.0827,0.0589,0.0719,0.0468,0.0239,0.0135,0.0108
130271,河北唐山芦台经济开发区,0.1521,0.7055,0.1425,0.1894,0.0058,0.0396,0.0534,0.0533,0.0224,0.0371,0.0607,0.0984,0.0724,0.0618,0.0849,0.109,0.0933,0.0656,0.0546,0.0329,0.0291,0.0166,0.0093
130272,唐山市汉沽管理区,0.1409,0.6951,0.164,0.1982,0.0063,0.0379,0.05,0.0467,0.0228,0.0312,0.0583,0.1055,0.0788,0.0664,0.077,0.1029,0.0825,0.0696,0.0684,0.0439,0.0269,0.0154,0.0093
130273,唐山高新技术产业开发区,0.1322,0.742,0.1259,0.2837,0.0058,0.0356,0.051,0.0397,0.0721,0.1301,0.0459,0.0855,0.0744,0.0692,0.0655,0.0732,0.0705,0.0557,0.0581,0.0346,0.0155,0.0101,0.0076
130274,河北唐山海港经济开发区,0.1738,0.6914,0.1348,0.2228,0.0086,0.0513,0.0651,0.0488,0.0276,0.0327,0.0709,0.119,0.0983,0.065,0.0621,0.0769,0.074,0.0648,0.0583,0.0378,0.0201,0.01,0.0087
130281,遵化市,0.1971,0.6551,0.1477,0.2072,0.0073,0.0442,0.0723,0.0733,0.0484,0.0326,0.0404,0.1031,0.0611,0.0659,0.0679,0.0919,0.0805,0.0633,0.064,0.04,0.0214,0.0132,0.0092
130283,迁安市,0.2203,0.6527,0.1269,0.2104,0.0099,0.0601,0.0818,0.0685,0.0441,0.0344,0.0522,0.1077,0.0703,0.0609,0.0654,0.0822,0.0749,0.0607,0.0557,0.0347,0.0186,0.011,0.0068
130284,滦州市,0.1908,0.6526,0.1566,0.2009,0.0081,0.0483,0.0712,0.0632,0.0463,0.0312,0.0423,0.0845,0.0615,0.0669,0.075,0.0892,0.087,0.0686,0.0673,0.0414,0.0233,0.0142,0.0104
130302,海港区.,0.1458,0.7241,0.1301,0.2557,0.0069,0.0408,0.0528,0.0453,0.0569,0.0685,0.0613,0.0999,0.0834,0.0727,0.0754,0.0744,0.0719,0.0596,0.0557,0.0322,0.0193,0.0136,0.0093
130303,山海关区,0.1217,0.7004,0.178,0.2143,0.0055,0.0329,0.0448,0.0385,0.0427,0.0323,0.0558,0.0912,0.0703,0.0686,0.0818,0.0857,0.0929,0.079,0.0724,0.0448,0.0275,0.0202,0.0131
130304,北戴河区,0.1081,0.7282,0.1636,0.2664,0.0046,0.0282,0.0392,0.0362,0.0994,0.111,0.0492,0.0704,0.0573,0.0574,0.0653,0.0692,0.0792,0.07,0.0679,0.0419,0.0255,0.0162,0.0121
130306,抚宁区,0.1489,0.6614,0.1898,0.1942,0.0066,0.0363,0.0528,0.0532,0.0426,0.0312,0.0484,0.0835,0.0584,0.0668,0.0731,0.093,0.088,0.0764,0.0799,0.0524,0.0285,0.0168,0.0121
130321,青龙满族自治县,0.2014,0.6346,0.1639,0.1796,0.0077,0.04,0.0715,0.0823,0.0479,0.0252,0.0397,0.0809,0.0635,0.0553,0.0615,0.0888,0.0901,0.0818,0.0671,0.0453,0.0227,0.0172,0.0116
130322,昌黎县,0.1414,0.6664,0.1922,0.202,0.0058,0.0332,0.0498,0.0526,0.0487,0.0366,0.0481,0.062,0.0663,0.0716,0.0717,0.0895,0.0928,0.079,0.0818,0.0507,0.0293,0.0169,0.0136
130324,卢龙县,0.1527,0.6498,0.1975,0.1829,0.006,0.033,0.0519,0.0619,0.0424,0.0334,0.0458,0.0666,0.0557,0.0597,0.0697,0.0991,0.0948,0.0826,0.0809,0.0537,0.0315,0.0184,0.0131
130371,秦皇岛市经济技术开发区,0.1589,0.7173,0.1237,0.2574,0.0084,0.0483,0.0582,0.044,0.0312,0.0569,0.0803,0.1218,0.083,0.0733,0.0731,0.0722,0.0701,0.0555,0.0548,0.0319,0.0181,0.0113,0.0076
130372,北戴河新区,0.1431,0.6569,0.2,0.1985,0.007,0.0372,0.0495,0.0495,0.0242,0.0328,0.0505,0.0806,0.0603,0.0762,0.0777,0.0922,0.0863,0.0761,0.0908,0.055,0.0276,0.0155,0.0111
130402,邯山区,0.2051,0.6828,0.1121,0.2549,0.0074,0.0494,0.0776,0.0708,0.0728,0.0632,0.0497,0.0978,0.0872,0.0647,0.0721,0.0707,0.0561,0.0485,0.046,0.0291,0.0163,0.0123,0.0085
130403,丛台区,0.1993,0.6712,0.1296,0.2381,0.0074,0.0486,0.0755,0.0679,0.0466,0.0377,0.0553,0.0991,0.0868,0.0652,0.0797,0.0785,0.0668,0.0555,0.0485,0.0337,0.0201,0.0161,0.0112
130404,复兴区,0.1908,0.6788,0.1304,0.2333,0.0077,0.0478,0.0704,0.0649,0.0374,0.0363,0.0558,0.1032,0.0851,0.0679,0.0856,0.0828,0.0691,0.0557,0.0503,0.037,0.0207,0.0138,0.0087
130406,峰峰矿区,0.1836,0.6789,0.1375,0.2106,0.0074,0.0463,0.0693,0.0605,0.0425,0.0343,0.0492,0.1008,0.075,0.0533,0.0792,0.0903,0.0862,0.0681,0.0526,0.0361,0.0215,0.0164,0.0108
130407,肥乡区,0.2672,0.6098,0.123,0.2126,0.0087,0.0508,0.0996,0.1081,0.0748,0.038,0.054,0.0781,0.076,0.0526,0.0557,0.0811,0.0515,0.0479,0.0476,0.035,0.0184,0.0124,0.0096
130408,永年区,0.2685,0.624,0.1075,0.2204,0.0108,0.0601,0.1002,0.0974,0.0582,0.0511,0.064,0.0887,0.08,0.0523,0.0601,0.0711,0.0521,0.0465,0.0466,0.0312,0.0146,0.0088,0.0063
130423,临漳县,0.2999,0.5773,0.1228,0.2069,0.0093,0.0518,0.1211,0.1176,0.0623,0.0254,0.0495,0.0923,0.0681,0.0479,0.0517,0.0719,0.0569,0.0513,0.0523,0.0331,0.0174,0.0107,0.0093
130424,成安县,0.2762,0.5953,0.1285,0.2124,0.008,0.052,0.1079,0.1083,0.0579,0.0249,0.0531,0.0947,0.0888,0.05,0.0556,0.0686,0.0497,0.052,0.054,0.0348,0.0175,0.0119,0.0103
130425,大名县,0.2681,0.6013,0.1306,0.209,0.0082,0.0472,0.1003,0.1124,0.0728,0.0369,0.0379,0.0834,0.0748,0.0521,0.0571,0.0722,0.0628,0.0513,0.0511,0.0394,0.0185,0.0123,0.0093
130426,涉县,0.2432,0.6366,0.1202,0.2122,0.0134,0.0708,0.0848,0.0741,0.05,0.028,0.0567,0.0961,0.068,0.0511,0.0736,0.0835,0.0695,0.0602,0.0514,0.0372,0.0174,0.0091,0.0051
130427,磁县,0.2471,0.639,0.1139,0.2226,0.0087,0.053,0.094,0.0915,0.0694,0.0266,0.0612,0.0915,0.0763,0.0541,0.0663,0.0788,0.0638,0.0508,0.0491,0.0328,0.0172,0.0088,0.006
130430,邱县,0.2779,0.6075,0.1146,0.2116,0.0074,0.0432,0.1014,0.1259,0.0712,0.0266,0.0497,0.0754,0.0852,0.0531,0.0577,0.0706,0.0604,0.0575,0.0529,0.0324,0.0112,0.0103,0.0079
130431,鸡泽县,0.3023,0.5916,0.1061,0.2154,0.0095,0.0584,0.1161,0.1183,0.0622,0.0327,0.0586,0.0906,0.08,0.0553,0.0528,0.0663,0.0441,0.049,0.045,0.0299,0.0152,0.0093,0.0069
130432,广平县,0.2952,0.5863,0.1185,0.2121,0.0092,0.0572,0.1148,0.114,0.0585,0.0229,0.0474,0.0956,0.0836,0.0517,0.0545,0.0664,0.0531,0.0525,0.0477,0.0349,0.0165,0.0114,0.008
130433,馆陶县,0.2776,0.6029,0.1195,0.2163,0.0085,0.0456,0.1019,0.1216,0.0701,0.0293,0.0487,0.0818,0.0819,0.0583,0.0604,0.0698,0.058,0.0447,0.0515,0.0361,0.0154,0.0092,0.0073
130434,魏县,0.2818,0.5947,0.1234,0.2047,0.0093,0.0567,0.1099,0.1058,0.0586,0.0374,0.057,0.0843,0.065,0.0513,0.0518,0.0739,0.0627,0.0528,0.0477,0.0347,0.0192,0.0122,0.0097
130435,曲周县,0.3059,0.5753,0.1188,0.2081,0.0103,0.0613,0.12,0.1143,0.0599,0.0323,0.0534,0.0863,0.0757,0.0492,0.056,0.0633,0.0482,0.051,0.0484,0.0346,0.0156,0.0117,0.0085
130471,邯郸经济技术开发区,0.2506,0.6506,0.0988,0.2342,0.0091,0.0542,0.095,0.0923,0.0949,0.0833,0.0496,0.0839,0.0796,0.0536,0.0546,0.0663,0.046,0.0388,0.0405,0.0294,0.0145,0.0081,0.0063
130473,邯郸冀南新区,0.2562,0.6262,0.1175,0.2141,0.0087,0.052,0.0982,0.0974,0.05,0.0303,0.0584,0.0925,0.0806,0.0609,0.0618,0.0816,0.061,0.049,0.0522,0.0322,0.0166,0.0099,0.0066
130481,武安市,0.2504,0.6375,0.1121,0.2163,0.0092,0.0602,0.0967,0.0843,0.0544,0.0364,0.0609,0.0994,0.0704,0.0493,0.0692,0.0737,0.0674,0.0564,0.0497,0.0329,0.0159,0.0086,0.0048
130502,襄都区,0.2049,0.6879,0.1072,0.2592,0.0086,0.055,0.075,0.0663,0.0612,0.0534,0.056,0.1013,0.0938,0.0671,0.0709,0.0727,0.0611,0.0504,0.0451,0.029,0.0161,0.01,0.007
130503,信都区,0.198,0.6754,0.1265,0.2346,0.0091,0.0559,0.0716,0.0613,0.0741,0.0403,0.0521,0.0948,0.0841,0.0586,0.0673,0.0757,0.0709,0.0574,0.0531,0.0346,0.0191,0.0119,0.0078
130505,任泽区,0.2479,0.625,0.1271,0.2177,0.01,0.0604,0.0976,0.0799,0.0428,0.0338,0.0599,0.095,0.0925,0.0596,0.0625,0.0726,0.0572,0.0491,0.0527,0.0373,0.0185,0.0105,0.0082
130506,南和区,0.2479,0.6308,0.1214,0.2194,0.0103,0.0689,0.0928,0.076,0.0497,0.0318,0.0682,0.0995,0.0846,0.0586,0.0549,0.0777,0.0576,0.0481,0.0498,0.036,0.0175,0.0099,0.0083
130522,临城县,0.2188,0.6389,0.1423,0.2036,0.0073,0.0464,0.086,0.0792,0.0609,0.0219,0.0508,0.0809,0.0809,0.059,0.0612,0.0841,0.0778,0.0614,0.0587,0.0406,0.0216,0.0123,0.0091
130523,内丘县,0.236,0.6325,0.1315,0.2165,0.0085,0.0535,0.0916,0.0824,0.0487,0.0212,0.0451,0.0911,0.0925,0.061,0.0623,0.0763,0.0724,0.0619,0.0577,0.0374,0.0191,0.01,0.0074
130524,柏乡县,0.2183,0.6198,0.1619,0.1976,0.008,0.0489,0.0785,0.0828,0.0438,0.0326,0.0487,0.0786,0.0781,0.0587,0.0622,0.0865,0.0707,0.0597,0.069,0.0439,0.0244,0.013,0.0116
130525,隆尧县,0.2431,0.6194,0.1376,0.2046,0.0092,0.0632,0.0913,0.0793,0.0384,0.0252,0.0564,0.089,0.083,0.0585,0.0638,0.0863,0.063,0.0558,0.0565,0.0385,0.0211,0.012,0.0095
130528,宁晋县,0.2537,0.6146,0.1316,0.2015,0.0091,0.058,0.1022,0.0844,0.0427,0.0275,0.0542,0.0913,0.0798,0.0563,0.06,0.0844,0.068,0.0504,0.054,0.0366,0.02,0.0121,0.0089
130529,巨鹿县,0.2457,0.6129,0.1414,0.205,0.0094,0.0576,0.0953,0.0835,0.0444,0.0272,0.0553,0.0823,0.0822,0.0593,0.0579,0.079,0.0645,0.0607,0.0563,0.0396,0.0187,0.0149,0.0119
