CODE,NAME,AGES_0-14,AGES_15-64,AGES_65P,AGES_W_15-49,AGES_0,AGES_1-4,AGES_5-9,AGES_10-14,AGES_15-19,AGES_20-24,AGES_25-29,AGES_30-34,AGES_35-39,AGES_40-44,AGES_45-49,AGES_50-54,AGES_55-59,AGES_60-64,AGES_65-69,AGES_70-74,AGES_75-79,AGES_80-84,AGES_85P
220403,西安区,0.0782,0.7281,0.1937,0.1836,0.0036,0.0208,0.0266,0.0272,0.0243,0.0295,0.0532,0.0735,0.0545,0.0667,0.0852,0.1228,0.1224,0.096,0.0825,0.0435,0.0284,0.0227,0.0166
220421,东丰县,0.1146,0.7158,0.1696,0.202,0.0041,0.0239,0.0407,0.0459,0.0428,0.0283,0.0455,0.0633,0.0565,0.0785,0.0983,0.1193,0.1023,0.081,0.0783,0.0467,0.0228,0.013,0.0087
220422,东辽县,0.1056,0.7103,0.1841,0.1837,0.0035,0.0195,0.0362,0.0464,0.0418,0.0258,0.0373,0.0518,0.0482,0.0767,0.0991,0.1272,0.1124,0.0901,0.0882,0.0499,0.0231,0.0132,0.0096
220502,东昌区,0.108,0.7285,0.1636,0.2298,0.0057,0.0317,0.0371,0.0335,0.0362,0.0399,0.0542,0.0811,0.0682,0.0782,0.0908,0.1011,0.0988,0.0798,0.0695,0.0382,0.0255,0.0175,0.0129
220503,二道江区,0.0815,0.7105,0.2079,0.1935,0.0025,0.0169,0.0277,0.0345,0.0385,0.0251,0.0324,0.0491,0.05,0.0912,0.1088,0.1254,0.1071,0.0831,0.083,0.0545,0.0333,0.0232,0.0139
220521,通化县,0.1143,0.7033,0.1824,0.1945,0.0048,0.029,0.0386,0.0419,0.0353,0.0237,0.0399,0.0657,0.0523,0.0818,0.0976,0.1172,0.1041,0.0857,0.0832,0.0512,0.0254,0.0136,0.0089
220523,辉南县,0.1172,0.704,0.1788,0.203,0.0039,0.0229,0.038,0.0524,0.0444,0.0279,0.0384,0.0571,0.0617,0.0828,0.0985,0.1094,0.0996,0.0843,0.0813,0.0498,0.0244,0.0144,0.0088
220524,柳河县,0.1292,0.7069,0.1639,0.2032,0.0053,0.0291,0.0444,0.0504,0.0372,0.0271,0.0484,0.076,0.064,0.0781,0.0922,0.1055,0.0958,0.0824,0.0768,0.0446,0.0213,0.0126,0.0087
220581,梅河口市,0.1186,0.7212,0.1602,0.2155,0.0047,0.0279,0.0415,0.0445,0.0377,0.0344,0.0529,0.0797,0.0678,0.0814,0.0872,0.1038,0.0957,0.0806,0.0741,0.0427,0.021,0.0129,0.0096
220582,集安市,0.1024,0.7094,0.1883,0.1915,0.0048,0.0268,0.0341,0.0367,0.0329,0.0262,0.0402,0.0565,0.0527,0.0813,0.102,0.118,0.1078,0.0918,0.0837,0.0524,0.0273,0.0145,0.0104
220602,浑江区,0.1107,0.7221,0.1672,0.2167,0.0053,0.0287,0.0391,0.0376,0.0332,0.0285,0.047,0.0751,0.065,0.0806,0.1036,0.1133,0.1009,0.0749,0.0682,0.0419,0.0267,0.0184,0.012
220605,江源区,0.0834,0.7084,0.2083,0.164,0.0034,0.0194,0.0278,0.0328,0.0249,0.0221,0.0361,0.0545,0.0444,0.0601,0.1018,0.142,0.1321,0.0903,0.0755,0.0478,0.0377,0.0275,0.0197
220621,抚松县,0.1204,0.7086,0.171,0.2008,0.0052,0.0311,0.0406,0.0434,0.0373,0.0255,0.0445,0.069,0.0592,0.0709,0.1064,0.1303,0.0991,0.0666,0.0616,0.0404,0.0329,0.0216,0.0146
220622,靖宇县,0.1337,0.7099,0.1564,0.2104,0.0061,0.033,0.0452,0.0493,0.0336,0.0243,0.0404,0.0812,0.0717,0.0824,0.0998,0.1125,0.0941,0.0699,0.0655,0.0403,0.0246,0.0151,0.0108
220623,长白朝鲜族自治县,0.0986,0.721,0.1804,0.1883,0.0042,0.0254,0.0321,0.0369,0.0292,0.0242,0.0395,0.0558,0.0521,0.0861,0.107,0.128,0.1137,0.0854,0.072,0.0468,0.0291,0.0201,0.0124
220681,临江市,0.1011,0.7101,0.1888,0.1872,0.0044,0.0252,0.0346,0.0368,0.0301,0.024,0.0397,0.0617,0.0502,0.0705,0.1015,0.1262,0.1172,0.089,0.0763,0.0465,0.0313,0.0205,0.0142
220702,宁江区,0.1273,0.7317,0.1409,0.2462,0.0047,0.0273,0.0422,0.0531,0.045,0.0331,0.0512,0.0899,0.0793,0.0902,0.1007,0.097,0.0827,0.0626,0.0623,0.0405,0.0185,0.0117,0.008
220721,前郭尔罗斯蒙古族自治县,0.1351,0.7283,0.1366,0.2204,0.0045,0.0241,0.0448,0.0617,0.0456,0.0254,0.041,0.086,0.0735,0.0813,0.096,0.1078,0.0961,0.0755,0.0625,0.0362,0.0182,0.0121,0.0075
220722,长岭县,0.1472,0.7116,0.1413,0.2119,0.0047,0.0237,0.0478,0.071,0.0396,0.0242,0.0478,0.0901,0.0649,0.0722,0.0992,0.1103,0.0935,0.0697,0.0642,0.0374,0.019,0.0127,0.008
220723,乾安县,0.1154,0.7357,0.1489,0.2133,0.0041,0.0224,0.0373,0.0516,0.0371,0.0268,0.0386,0.0796,0.071,0.0802,0.104,0.1133,0.103,0.0823,0.0708,0.0375,0.0186,0.0128,0.0091
220771,吉林松原经济开发区,0.1374,0.7541,0.1085,0.2529,0.008,0.043,0.0448,0.0416,0.0256,0.0351,0.0735,0.1245,0.0781,0.0777,0.093,0.1008,0.0846,0.0614,0.0492,0.0275,0.0141,0.0097,0.0081
220781,扶余市,0.1267,0.7159,0.1575,0.2026,0.0039,0.022,0.0399,0.0609,0.0494,0.0334,0.0482,0.0682,0.0584,0.0706,0.0954,0.1108,0.1007,0.0808,0.0732,0.0426,0.0198,0.0133,0.0085
220802,洮北区,0.1092,0.7286,0.1622,0.2159,0.0042,0.0236,0.0366,0.0448,0.037,0.0322,0.0452,0.0748,0.0718,0.0766,0.0995,0.1118,0.1,0.0799,0.0693,0.0429,0.024,0.0156,0.0104
220821,镇赉县,0.1112,0.7261,0.1627,0.2081,0.0042,0.0229,0.0358,0.0483,0.0339,0.0311,0.0411,0.068,0.0682,0.0783,0.1079,0.1186,0.1035,0.0756,0.0726,0.0451,0.0224,0.0132,0.0094
220822,通榆县,0.1224,0.7306,0.1469,0.2171,0.0046,0.0264,0.0438,0.0476,0.0412,0.033,0.0444,0.0721,0.0631,0.0852,0.1051,0.1143,0.0986,0.0735,0.0652,0.0393,0.0206,0.0127,0.0091
220871,吉林白城经济开发区,0.1084,0.771,0.1206,0.299,0.006,0.0327,0.0343,0.0353,0.1023,0.0805,0.0565,0.0869,0.0701,0.0664,0.0816,0.0864,0.0804,0.0598,0.0514,0.0305,0.0174,0.0122,0.009
220881,洮南市,0.1176,0.7223,0.16,0.2081,0.0042,0.0234,0.0402,0.05,0.036,0.0281,0.0389,0.0744,0.0643,0.08,0.1023,0.1182,0.1019,0.0783,0.0705,0.0448,0.023,0.0134,0.0084
220882,大安市,0.0929,0.731,0.1761,0.2017,0.0035,0.0189,0.0293,0.0411,0.0335,0.027,0.0365,0.0598,0.0625,0.079,0.1095,0.1228,0.113,0.0874,0.0763,0.0468,0.0255,0.0171,0.0104
222401,延吉市,0.1215,0.7303,0.1482,0.2396,0.0055,0.0326,0.0427,0.0407,0.0368,0.0418,0.0557,0.0929,0.0822,0.0758,0.0856,0.0946,0.0904,0.0745,0.0616,0.0376,0.0232,0.0156,0.0102
222402,图们市,0.0737,0.7149,0.2113,0.1765,0.0026,0.0189,0.025,0.0273,0.0184,0.0225,0.0404,0.0657,0.0634,0.0632,0.0918,0.116,0.1228,0.1107,0.0873,0.0544,0.0318,0.022,0.0159
222403,敦化市,0.1145,0.717,0.1685,0.2013,0.0047,0.0285,0.0371,0.0442,0.0337,0.0263,0.048,0.0691,0.0656,0.0723,0.0955,0.1184,0.1062,0.082,0.0685,0.0414,0.0281,0.0181,0.0123
222404,珲春市,0.1211,0.7353,0.1436,0.2217,0.0049,0.0329,0.0431,0.0402,0.0312,0.0295,0.0516,0.0895,0.0778,0.074,0.0943,0.1092,0.1006,0.0777,0.0614,0.0384,0.0221,0.0135,0.0081
222405,龙井市,0.0744,0.7213,0.2043,0.1812,0.0025,0.0193,0.0265,0.0261,0.0262,0.0239,0.0414,0.0724,0.0693,0.0696,0.0855,0.111,0.1177,0.1044,0.086,0.0552,0.0314,0.0198,0.0119
222406,和龙市,0.0829,0.7255,0.1916,0.1773,0.0033,0.0206,0.0286,0.0304,0.0207,0.0224,0.0419,0.0707,0.0632,0.068,0.0921,0.1251,0.1209,0.1004,0.0777,0.0472,0.0312,0.0218,0.0137
222424,汪清县,0.0965,0.7235,0.18,0.1893,0.004,0.0243,0.0323,0.0358,0.0263,0.0231,0.041,0.0665,0.0655,0.0733,0.0984,0.1271,0.1136,0.0886,0.072,0.047,0.0303,0.019,0.0117
222426,安图县,0.1128,0.72,0.1672,0.196,0.0049,0.0295,0.038,0.0404,0.0311,0.0252,0.049,0.0742,0.0675,0.0724,0.0948,0.1186,0.1058,0.0812,0.0684,0.0407,0.0272,0.0179,0.0129
230102,道里区,0.0974,0.7434,0.1592,0.2374,0.0045,0.028,0.0341,0.0307,0.0301,0.0404,0.0634,0.0967,0.0862,0.0744,0.0894,0.0872,0.0929,0.0827,0.0679,0.0372,0.0226,0.0172,0.0144
230103,南岗区,0.1116,0.7597,0.1287,0.2702,0.0049,0.0296,0.0423,0.0348,0.0587,0.0972,0.067,0.0911,0.0842,0.073,0.0795,0.0717,0.0739,0.0634,0.0522,0.0294,0.0194,0.0157,0.0121
230104,道外区,0.0968,0.7421,0.1611,0.2269,0.004,0.0243,0.0336,0.0349,0.0338,0.0417,0.0543,0.0891,0.084,0.0772,0.0917,0.0897,0.0947,0.086,0.07,0.0384,0.022,0.0171,0.0136
230108,平房区,0.0943,0.764,0.1417,0.2421,0.0051,0.0284,0.0321,0.0286,0.0734,0.0697,0.0654,0.0971,0.0688,0.0622,0.0831,0.086,0.0895,0.0688,0.0506,0.034,0.0237,0.022,0.0113
230109,松北区,0.0954,0.7901,0.1145,0.2663,0.005,0.0285,0.0326,0.0292,0.0722,0.1029,0.0648,0.0941,0.0723,0.0643,0.0838,0.0864,0.0844,0.0647,0.051,0.0283,0.0167,0.0111,0.0075
230110,香坊区,0.1001,0.7648,0.1351,0.2667,0.0048,0.0278,0.0342,0.0332,0.0538,0.0768,0.063,0.0935,0.083,0.0747,0.087,0.0831,0.0823,0.0676,0.0536,0.0318,0.0211,0.0173,0.0114
230111,呼兰区,0.0935,0.7859,0.1205,0.2824,0.0036,0.0206,0.0304,0.0389,0.0938,0.0993,0.0535,0.0891,0.0728,0.0677,0.0845,0.0844,0.0766,0.0641,0.0548,0.0329,0.0161,0.0099,0.0068
230112,阿城区,0.1018,0.7372,0.161,0.2279,0.0035,0.0207,0.0346,0.0429,0.0504,0.0367,0.0441,0.0808,0.0717,0.078,0.1021,0.1038,0.0923,0.0774,0.0711,0.0445,0.0225,0.0139,0.009
230113,双城区,0.1067,0.7382,0.1551,0.2239,0.0027,0.0189,0.0343,0.0509,0.0465,0.0385,0.0476,0.0791,0.0713,0.0827,0.1017,0.1037,0.0894,0.0775,0.0707,0.0422,0.0213,0.0124,0.0085
230123,依兰县,0.1142,0.7219,0.1639,0.2165,0.0035,0.0206,0.0359,0.0542,0.0398,0.0336,0.0403,0.0706,0.0669,0.0865,0.1071,0.1066,0.0924,0.0781,0.0727,0.0459,0.0231,0.013,0.0091
230124,方正县,0.1154,0.7358,0.1488,0.2379,0.0032,0.0233,0.0409,0.0479,0.04,0.0349,0.0491,0.0817,0.0764,0.0844,0.1049,0.1058,0.0881,0.0704,0.0677,0.0397,0.0194,0.0121,0.0098
230125,宾县,0.1172,0.7322,0.1506,0.2263,0.0031,0.0204,0.0369,0.0568,0.0626,0.0427,0.0438,0.0711,0.0724,0.0809,0.1005,0.1009,0.0842,0.073,0.069,0.0432,0.0196,0.0111,0.0076
230126,巴彦县,0.1136,0.7341,0.1523,0.2209,0.0036,0.019,0.0367,0.0542,0.0424,0.0349,0.0561,0.0773,0.0701,0.0748,0.1076,0.1044,0.088,0.0785,0.07,0.0432,0.0205,0.0118,0.0069
230127,木兰县,0.1219,0.7266,0.1515,0.2175,0.0034,0.0209,0.0386,0.059,0.0426,0.0313,0.0509,0.0727,0.0717,0.0816,0.1073,0.1051,0.0877,0.0756,0.0706,0.0419,0.0191,0.0118,0.008
230128,通河县,0.11,0.7365,0.1536,0.2201,0.0034,0.0211,0.0358,0.0496,0.038,0.0369,0.0507,0.0678,0.0721,0.0783,0.1097,0.1108,0.0967,0.0754,0.0691,0.0415,0.0202,0.0134,0.0092
230129,延寿县,0.1166,0.7271,0.1563,0.2217,0.0035,0.023,0.0387,0.0514,0.0359,0.0305,0.0481,0.0786,0.0781,0.0838,0.1033,0.1021,0.0899,0.0768,0.0707,0.044,0.0197,0.0121,0.0099
230183,尚志市,0.1137,0.7195,0.1668,0.2156,0.0032,0.0217,0.0383,0.0505,0.038,0.0342,0.0485,0.0714,0.0718,0.0808,0.1029,0.1045,0.0913,0.076,0.0711,0.0432,0.0248,0.0163,0.0115
230184,五常市,0.1052,0.7339,0.1609,0.2205,0.0034,0.0201,0.033,0.0487,0.0387,0.0382,0.0483,0.0769,0.0723,0.0821,0.1033,0.1082,0.0907,0.0751,0.0702,0.044,0.0222,0.0139,0.0107
230202,龙沙区,0.0837,0.7446,0.1717,0.2224,0.0036,0.0216,0.0294,0.029,0.0459,0.0418,0.0505,0.0807,0.0734,0.0706,0.0922,0.0949,0.1066,0.088,0.0682,0.0405,0.0252,0.0217,0.0161
230203,建华区,0.0992,0.7592,0.1416,0.2638,0.0042,0.0237,0.0352,0.0361,0.0615,0.0869,0.0476,0.0765,0.0737,0.0747,0.0898,0.0865,0.0906,0.0714,0.0567,0.0343,0.0209,0.0173,0.0124
230204,铁锋区,0.0749,0.7314,0.1937,0.1903,0.0031,0.0186,0.0254,0.0278,0.0429,0.0419,0.0454,0.0699,0.0623,0.0652,0.092,0.1017,0.1144,0.0956,0.0767,0.0451,0.0293,0.024,0.0186
230205,昂昂溪区,0.0789,0.7399,0.1811,0.1987,0.0025,0.0157,0.0251,0.0355,0.0355,0.0346,0.0445,0.0669,0.0644,0.0774,0.1011,0.1123,0.1119,0.0913,0.0777,0.045,0.0256,0.019,0.0137
230206,富拉尔基区,0.0739,0.728,0.1981,0.1858,0.0026,0.017,0.0245,0.0299,0.0369,0.0293,0.0428,0.0657,0.0572,0.0643,0.0937,0.1097,0.129,0.0993,0.0736,0.0475,0.0297,0.0292,0.018
230207,碾子山区,0.0738,0.7138,0.2123,0.1817,0.0026,0.0156,0.0247,0.0308,0.027,0.0257,0.0358,0.0582,0.0621,0.0725,0.0922,0.1123,0.1254,0.1025,0.0866,0.0524,0.0299,0.0268,0.0167
230208,梅里斯达斡尔族区,0.1013,0.7423,0.1564,0.2176,0.003,0.0176,0.0321,0.0486,0.0452,0.038,0.0422,0.0692,0.0685,0.0834,0.1088,0.1125,0.0962,0.0782,0.0722,0.0436,0.0214,0.0121,0.0072
230221,龙江县,0.1231,0.7258,0.1511,0.223,0.0041,0.0224,0.0388,0.0579,0.045,0.0366,0.0448,0.0738,0.0704,0.0789,0.1093,0.105,0.0895,0.0726,0.0702,0.0421,0.0198,0.0116,0.0076
230223,依安县,0.1083,0.7456,0.1461,0.2267,0.003,0.0191,0.0345,0.0518,0.0443,0.041,0.0482,0.0804,0.0707,0.0718,0.1146,0.1112,0.0882,0.0752,0.0658,0.0413,0.0193,0.012,0.0077
230224,泰来县,0.1145,0.7375,0.148,0.2183,0.0037,0.0206,0.0368,0.0534,0.0411,0.0336,0.0458,0.0782,0.0754,0.0742,0.1104,0.112,0.0917,0.0752,0.0663,0.0411,0.0203,0.0124,0.008
230225,甘南县,0.132,0.7212,0.1468,0.222,0.0039,0.024,0.0409,0.0632,0.0435,0.0292,0.0407,0.0811,0.0862,0.0724,0.1008,0.1051,0.0911,0.071,0.0649,0.0412,0.0203,0.0126,0.0079
230227,富裕县,0.11,0.7325,0.1576,0.216,0.0032,0.0204,0.0356,0.0508,0.0464,0.0352,0.0475,0.0686,0.0729,0.0723,0.1091,0.1105,0.0929,0.0771,0.0716,0.0433,0.0216,0.0129,0.0082
230229,克山县,0.0985,0.7246,0.1769,0.2124,0.0032,0.0167,0.0305,0.0481,0.0466,0.0389,0.0464,0.0585,0.0623,0.0744,0.1086,0.1103,0.098,0.0806,0.0747,0.0495,0.0266,0.0158,0.0103
230230,克东县,0.1086,0.7301,0.1613,0.2225,0.0034,0.0184,0.0311,0.0557,0.0496,0.0397,0.0451,0.0606,0.068,0.0779,0.1109,0.108,0.0926,0.0776,0.0724,0.0449,0.0219,0.0132,0.0089
230231,拜泉县,0.1194,0.72,0.1606,0.2129,0.0043,0.0202,0.0379,0.057,0.0417,0.037,0.0514,0.0731,0.0628,0.0662,0.1036,0.1114,0.0922,0.0806,0.0726,0.0464,0.0209,0.0133,0.0074
230281,讷河市,0.1145,0.7275,0.158,0.2252,0.0037,0.02,0.0361,0.0546,0.0463,0.0413,0.041,0.0682,0.073,0.0797,0.1097,0.1042,0.0878,0.0762,0.0729,0.0433,0.0215,0.0124,0.0078
230302,鸡冠区,0.0966,0.7427,0.1607,0.2173,0.0038,0.024,0.0341,0.0347,0.0364,0.0416,0.0472,0.0726,0.0685,0.0762,0.1051,0.1147,0.107,0.0734,0.062,0.0373,0.0265,0.0211,0.0138
230303,恒山区,0.0649,0.7356,0.1995,0.1682,0.0019,0.0129,0.0198,0.0303,0.0275,0.0308,0.04,0.0482,0.0446,0.0623,0.1079,0.1453,0.1374,0.0915,0.0742,0.0451,0.0335,0.0297,0.017
230304,滴道区,0.0761,0.7251,0.1988,0.1775,0.0025,0.0162,0.0242,0.0333,0.0285,0.0284,0.0397,0.0567,0.056,0.0689,0.1016,0.1283,0.1268,0.0901,0.0775,0.0471,0.0328,0.0256,0.0158
230305,梨树区,0.071,0.7348,0.1942,0.1687,0.0021,0.0129,0.0237,0.0323,0.0274,0.028,0.0369,0.0486,0.0494,0.0637,0.1129,0.1494,0.1337,0.0848,0.0742,0.0426,0.0326,0.0274,0.0173
230306,城子河区,0.0695,0.7475,0.1829,0.1823,0.0019,0.0136,0.0225,0.0316,0.0273,0.0295,0.0408,0.0535,0.0511,0.0719,0.114,0.151,0.1279,0.0806,0.0683,0.0412,0.0312,0.0262,0.0161
230307,麻山区,0.0881,0.7097,0.2022,0.1862,0.0027,0.0161,0.0292,0.0401,0.0332,0.0258,0.0336,0.0525,0.0604,0.0742,0.109,0.1228,0.1155,0.0827,0.0836,0.0526,0.0306,0.0208,0.0146
230321,鸡东县,0.0897,0.7335,0.1768,0.2052,0.0027,0.018,0.0282,0.0408,0.0356,0.0323,0.0417,0.0629,0.0626,0.0831,0.111,0.1149,0.1054,0.0839,0.0743,0.0476,0.0267,0.0168,0.0114
230381,虎林市,0.0997,0.7327,0.1676,0.2022,0.0039,0.0238,0.032,0.0401,0.0302,0.0285,0.0443,0.0701,0.0631,0.0736,0.1077,0.1255,0.1124,0.0772,0.059,0.0407,0.0299,0.0238,0.0143
230382,密山市,0.0981,0.7298,0.172,0.2131,0.0033,0.0203,0.0311,0.0435,0.0406,0.0308,0.0421,0.0678,0.0696,0.0837,0.1053,0.1104,0.1019,0.0777,0.0685,0.0464,0.0271,0.0181,0.012
230402,向阳区,0.0721,0.7348,0.1932,0.1883,0.0025,0.0152,0.0243,0.0301,0.0253,0.03,0.0426,0.0553,0.0591,0.0652,0.1046,0.1314,0.1348,0.0863,0.0712,0.0369,0.0328,0.0308,0.0216
230403,工农区,0.1066,0.7546,0.1388,0.2309,0.0047,0.0251,0.0361,0.0407,0.0341,0.0307,0.0455,0.0762,0.0802,0.0841,0.111,0.1174,0.1086,0.0669,0.0532,0.031,0.0234,0.0195,0.0117
230404,南山区,0.0772,0.7645,0.1583,0.1956,0.0035,0.0175,0.0258,0.0304,0.0246,0.0315,0.0486,0.0701,0.0625,0.0671,0.1067,0.1432,0.1307,0.0794,0.0641,0.032,0.0263,0.0219,0.014
230405,兴安区,0.0728,0.7565,0.1707,0.1816,0.0024,0.0158,0.0244,0.0303,0.022,0.03,0.0459,0.0627,0.057,0.0663,0.1081,0.145,0.1313,0.0883,0.0706,0.0373,0.027,0.022,0.0138
230406,东山区,0.0744,0.7464,0.1792,0.1935,0.0029,0.0164,0.0243,0.0307,0.0316,0.0385,0.0434,0.0616,0.0572,0.0662,0.108,0.1345,0.1224,0.0829,0.0697,0.0441,0.0305,0.0211,0.0139
230407,兴山区,0.07,0.752,0.178,0.1872,0.0031,0.0153,0.0237,0.0279,0.0333,0.0309,0.0436,0.0555,0.0555,0.0658,0.1094,0.1493,0.1286,0.08,0.0674,0.0362,0.0314,0.0278,0.0153
230421,萝北县,0.0915,0.7397,0.1688,0.2074,0.004,0.0226,0.0285,0.0364,0.0385,0.0271,0.0443,0.0677,0.0609,0.0741,0.1085,0.1274,0.1128,0.0782,0.0595,0.0412,0.0315,0.0223,0.0144
230422,绥滨县,0.0978,0.7449,0.1573,0.2157,0.0035,0.0214,0.0292,0.0437,0.0314,0.0336,0.0473,0.0744,0.0651,0.0832,0.1139,0.1176,0.1018,0.0765,0.0643,0.0416,0.0241,0.0164,0.0109
230502,尖山区,0.0977,0.7467,0.1556,0.2197,0.0042,0.0241,0.0342,0.0352,0.0337,0.0308,0.0487,0.0772,0.07,0.0745,0.1093,0.1196,0.1132,0.0697,0.0586,0.0336,0.0265,0.0224,0.0146
230503,岭东区,0.0485,0.7457,0.2059,0.1584,0.0027,0.0112,0.0143,0.0203,0.0184,0.0333,0.0453,0.0501,0.0427,0.0543,0.1104,0.154,0.1452,0.0918,0.0724,0.0448,0.0345,0.0302,0.0239
230505,四方台区,0.063,0.7549,0.1821,0.1688,0.0016,0.0113,0.0197,0.0304,0.0219,0.0282,0.0364,0.0436,0.0428,0.0723,0.1321,0.1674,0.1303,0.0799,0.0713,0.0462,0.0307,0.0209,0.013
230506,宝山区,0.0578,0.7547,0.1875,0.1664,0.002,0.0126,0.0173,0.026,0.0173,0.0292,0.0386,0.0449,0.0421,0.0619,0.1248,0.172,0.1423,0.0816,0.0669,0.0431,0.0333,0.0273,0.0169
230521,集贤县,0.0973,0.7355,0.1672,0.2169,0.0035,0.0202,0.0312,0.0424,0.0399,0.0315,0.0466,0.0663,0.0656,0.09,0.1121,0.1086,0.0984,0.0763,0.0716,0.048,0.0234,0.0138,0.0104
230522,友谊县,0.089,0.7214,0.1897,0.2078,0.004,0.0225,0.0287,0.0339,0.0454,0.0265,0.0407,0.0612,0.0593,0.0766,0.1059,0.1125,0.1126,0.0807,0.0689,0.0535,0.0293,0.0227,0.0153
230523,宝清县,0.1107,0.726,0.1633,0.2159,0.004,0.0244,0.0359,0.0464,0.0342,0.0313,0.0483,0.0769,0.0713,0.0804,0.1031,0.1094,0.0992,0.0719,0.0642,0.0425,0.0262,0.0176,0.0128
230524,饶河县,0.1108,0.7358,0.1534,0.2096,0.0041,0.0262,0.0364,0.0442,0.0281,0.029,0.0486,0.0757,0.0669,0.075,0.1085,0.1219,0.1047,0.0774,0.0606,0.0379,0.0244,0.018,0.0124
230602,萨尔图区,0.1146,0.7453,0.1402,0.254,0.0048,0.0275,0.0389,0.0434,0.0443,0.0402,0.0525,0.0887,0.0823,0.0893,0.105,0.0954,0.0853,0.0623,0.0574,0.0389,0.0203,0.0148,0.0087
230603,龙凤区,0.1144,0.7537,0.1319,0.2495,0.0057,0.0302,0.0386,0.04,0.0305,0.0351,0.0631,0.1002,0.0803,0.0848,0.1066,0.1046,0.0905,0.058,0.0554,0.0354,0.0198,0.0133,0.0079
230604,让胡路区,0.1096,0.7383,0.1521,0.2518,0.0045,0.0271,0.0373,0.0407,0.0367,0.0415,0.0481,0.0792,0.0756,0.0893,0.1193,0.104,0.0864,0.0583,0.0559,0.0435,0.0244,0.0191,0.0091
230605,红岗区,0.0784,0.7446,0.177,0.2173,0.0033,0.0177,0.0252,0.0322,0.0407,0.0355,0.0485,0.0647,0.0564,0.0778,0.1245,0.123,0.1025,0.0711,0.0721,0.0567,0.0246,0.0155,0.0081
230606,大同区,0.106,0.7544,0.1395,0.2192,0.0034,0.0193,0.0343,0.049,0.0385,0.0345,0.0493,0.0804,0.0619,0.0778,0.1162,0.1156,0.0987,0.0815,0.065,0.0363,0.0183,0.0123,0.0076
230621,肇州县,0.1061,0.7384,0.1556,0.2113,0.0032,0.0181,0.034,0.0509,0.0446,0.0309,0.0464,0.0747,0.0618,0.0765,0.1058,0.1154,0.099,0.0833,0.0703,0.0417,0.0219,0.013,0.0087
230622,肇源县,0.1114,0.7339,0.1547,0.2159,0.0031,0.0198,0.0353,0.0531,0.0433,0.0319,0.0453,0.0763,0.071,0.0741,0.1047,0.1081,0.0969,0.0821,0.0683,0.0413,0.0214,0.0142,0.0095
230623,林甸县,0.1115,0.7345,0.154,0.2215,0.004,0.0221,0.0347,0.0507,0.041,0.0337,0.0477,0.0741,0.069,0.0709,0.1137,0.1155,0.0919,0.0769,0.0703,0.0423,0.0211,0.0128,0.0074
230624,杜尔伯特蒙古族自治县,0.1225,0.7342,0.1433,0.2172,0.0044,0.0241,0.0404,0.0536,0.0421,0.0295,0.0432,0.075,0.0747,0.069,0.1128,0.1148,0.0958,0.0772,0.0642,0.0376,0.0205,0.0128,0.0082
230671,大庆高新技术产业开发区,0.1309,0.7866,0.0824,0.3108,0.0066,0.0373,0.0463,0.0407,0.0744,0.1113,0.0608,0.0992,0.0851,0.088,0.0924,0.0722,0.0612,0.0421,0.0365,0.0215,0.0117,0.0079,0.0049
230717,伊美区,0.0845,0.7409,0.1747,0.2111,0.0041,0.0206,0.0292,0.0306,0.0445,0.0303,0.0438,0.0692,0.0652,0.0708,0.1002,0.1113,0.1152,0.0903,0.0697,0.0417,0.0267,0.021,0.0157
230718,乌翠区,0.064,0.7591,0.1769,0.1853,0.0031,0.0151,0.0228,0.0229,0.0177,0.0285,0.049,0.0697,0.0567,0.0643,0.1045,0.1318,0.1359,0.1011,0.068,0.0378,0.0269,0.0255,0.0186
230719,友好区,0.0552,0.7514,0.1934,0.1729,0.0023,0.0128,0.0171,0.0231,0.0432,0.0264,0.0391,0.0502,0.0437,0.0526,0.1009,0.1445,0.1506,0.1001,0.0679,0.0387,0.0324,0.032,0.0225
230722,嘉荫县,0.1073,0.7321,0.1605,0.2163,0.004,0.0262,0.0345,0.0426,0.0333,0.0316,0.0456,0.0705,0.0655,0.0855,0.1168,0.1173,0.0959,0.0703,0.0658,0.0446,0.0271,0.0148,0.0083
230723,汤旺县,0.0593,0.7496,0.191,0.1743,0.0018,0.0134,0.0194,0.0248,0.0146,0.0276,0.0409,0.0504,0.0432,0.0645,0.13,0.1571,0.1379,0.0835,0.0618,0.0458,0.0343,0.0313,0.0179
230724,丰林县,0.053,0.7484,0.1986,0.1669,0.0025,0.0135,0.0167,0.0204,0.0145,0.0277,0.042,0.0479,0.0401,0.0583,0.1219,0.1578,0.1487,0.0895,0.066,0.0415,0.0369,0.0329,0.0212
230725,大箐山县,0.0505,0.7306,0.219,0.1574,0.002,0.0112,0.0157,0.0215,0.0143,0.0271,0.0371,0.0445,0.0403,0.0619,0.1074,0.1457,0.1483,0.104,0.0755,0.0456,0.0374,0.0349,0.0255
230726,南岔县,0.0596,0.7407,0.1997,0.1716,0.0021,0.0133,0.0198,0.0244,0.0367,0.0258,0.0375,0.0506,0.0511,0.0612,0.0983,0.1322,0.1406,0.1068,0.0782,0.0415,0.0318,0.0288,0.0194
