CODE,NAME,GHSL_POP,GHSL_POP_DENS,GHSL_URB,GHSL_POP_30,GHSL_POP_23,GHSL_POP_22,GHSL_POP_21,GHSL_POP_13,GHSL_POP_12,GHSL_POP_11,GHSL_POP_10,GHSL_VAR
110101,东城区,998395,23782.6,1,1,0,0,0,0,0,0,0,0.4085
110102,西城区,1435607,28477.3,1,1,0,0,0,0,0,0,0,0.2978
110105,朝阳区,4114655,8834.6,1,0.9988,0,0,0.0012,0,0,0,0,0.1918
110106,丰台区,2523124,8235.9,0.9993,0.9777,0.0008,0,0.0207,0,0.0007,0,0,0.2492
110107,石景山区,735310,8708.4,0.9973,0.995,0,0,0.0023,0.0014,0.0013,0.0001,0,0.2949
110108,海淀区,3649469,8499,0.9986,0.9838,0.0027,0,0.0121,0,0.0013,0.0001,0,0.1647
110109,门头沟区,343527,236.6,0.8781,0.7403,0.0196,0.0468,0.0714,0.0572,0.0555,0.0093,0,-0.125
110111,房山区,1084489,542.1,0.9198,0.5706,0.0937,0.0296,0.2259,0.0231,0.052,0.0051,0,-0.1739
110112,通州区,1297579,1433,0.9742,0.5669,0.1436,0.0099,0.2539,0.0006,0.024,0.0011,0,-0.2949
110113,顺义区,1172994,1161,0.9641,0.5659,0.151,0.0205,0.2267,0.0027,0.0317,0.0014,0,-0.1141
110114,昌平区,2054531,1527.4,0.9794,0.8598,0.0253,0.0113,0.0829,0.0068,0.0121,0.0017,0,-0.0947
110115,大兴区,1524743,1472.8,0.9651,0.708,0.0848,0.0226,0.1497,0.0038,0.0293,0.0018,0,-0.2352
110116,怀柔区,506560,238.7,0.8319,0.6005,0.0516,0.0319,0.1479,0.0687,0.0846,0.0149,0,0.1486
110117,平谷区,561872,592.3,0.9102,0.4581,0.088,0.0465,0.3177,0.0247,0.0591,0.006,0,0.2286
110118,密云区,628190,282.2,0.8009,0.4314,0.0895,0.0498,0.2302,0.0809,0.1059,0.0122,0,0.1905
110119,延庆区,427308,213.7,0.818,0.311,0.1172,0.0554,0.3344,0.0527,0.1172,0.0121,0,0.2362
120101,和平区,379197,37818.6,1,1,0,0,0,0,0,0,0,0.0682
120102,河东区,898380,22520,1,1,0,0,0,0,0,0,0,0.0461
120103,河西区,1100399,29087.2,1,1,0,0,0,0,0,0,0,0.3384
120104,南开区,1264731,32865.2,1,1,0,0,0,0,0,0,0,0.379
120105,河北区,891085,30336.7,1,1,0,0,0,0,0,0,0,0.3758
120106,红桥区,501756,23526.2,1,1,0,0,0,0,0,0,0,0.0386
120110,东丽区,945890,1976.4,0.984,0.8735,0.0602,0,0.0503,0.0039,0.0109,0.0012,0,0.0102
120111,西青区,831632,1465.6,0.9746,0.7842,0.0962,0.0044,0.0898,0.0063,0.0175,0.0016,0,-0.2957
120112,津南区,676198,1742.4,0.9837,0.6989,0.1663,0,0.1185,0,0.0154,0.0008,0,-0.2714
120113,北辰区,1019179,2138.4,0.9799,0.7812,0.0871,0.0063,0.1053,0.0075,0.0114,0.0012,0,0.1204
120114,武清区,1168109,740.5,0.9441,0.259,0.2633,0.0485,0.3733,0.0092,0.0427,0.004,0,0.0129
120115,宝坻区,958516,634.8,0.912,0.3099,0.1809,0.0642,0.357,0.0327,0.0506,0.0047,0,0.3269
120116,滨海新区,2918026,1232,0.9731,0.911,0.0138,0.005,0.0432,0.0116,0.0135,0.0018,0,0.4784
120117,宁河区,441702,379.7,0.8446,0.2898,0.1279,0.1376,0.2892,0.065,0.0804,0.0099,0,0.1173
120118,静海区,811582,549.7,0.9031,0.236,0.2833,0.0957,0.288,0.0359,0.0542,0.0068,0,0.0311
120119,蓟州区,998979,626.2,0.9178,0.1897,0.2679,0.0588,0.4014,0.0225,0.0549,0.0048,0,0.2558
130102,长安区,754207,5254.4,0.9963,0.9764,0.0018,0,0.018,0,0.0035,0.0003,0,-0.2882
130104,桥西区,849919,12654,1,1,0,0,0,0,0,0,0,-0.1324
130105,新华区,646455,7123.6,0.9978,0.9797,0.0039,0,0.0142,0,0.0022,0,0,-0.194
130107,井陉矿区,96430,1359.4,0.9807,0.7966,0,0,0.1841,0,0.0172,0.0022,0,0.2521
130108,裕华区,425580,7153.9,1,1,0,0,0,0,0,0,0,-0.4482
130109,藁城区,782228,1028.5,0.9671,0.2503,0.32,0.0536,0.3432,0.0014,0.0284,0.0031,0,0.0555
130110,鹿泉区,471364,762.7,0.932,0.4491,0.085,0.1187,0.2792,0.0183,0.045,0.0046,0,-0.1987
130111,栾城区,321295,987.1,0.9638,0.3775,0.0589,0.0874,0.44,0,0.0341,0.002,0,-0.1516
130121,井陉县,323126,234.5,0.6689,0.0007,0.3421,0.0815,0.2446,0.1571,0.1576,0.0163,0,0.2874
130123,正定县,483957,1003.4,0.9683,0.3688,0.1828,0.0805,0.3363,0,0.0283,0.0033,0,-0.119
130125,行唐县,413584,429.8,0.836,0.1771,0.1049,0.1292,0.4247,0.0511,0.1036,0.0093,0,0.0981
130126,灵寿县,338327,320.4,0.8129,0,0.2232,0.1362,0.4535,0.0417,0.1335,0.0119,0,0.0945
130127,高邑县,201628,906.5,0.9464,0.413,0.1045,0.0469,0.382,0.0057,0.0451,0.0027,0,0.1304
130128,深泽县,252540,851.4,0.959,0,0.3772,0.1426,0.4392,0,0.0373,0.0037,0,0.1702
130129,赞皇县,243730,290.6,0.7578,0.2128,0.0433,0.1597,0.3419,0.0972,0.1289,0.0162,0,0.0049
130130,无极县,507534,1011.9,0.9731,0.2636,0.2408,0.0544,0.4144,0,0.0244,0.0025,0,0.1244
130131,平山县,450163,169.8,0.6884,0.2084,0.0638,0.1241,0.2921,0.1152,0.1764,0.02,0,0.0634
130132,元氏县,430963,638.1,0.9352,0.1377,0.174,0.1343,0.4892,0.0133,0.0471,0.0044,0,0.0974
130133,赵县,588596,871.4,0.9562,0.1872,0.1688,0.1259,0.4742,0.0014,0.0397,0.0028,0,0.1647
130171,石家庄高新技术产业开发区,182958,2497.8,0.9914,0.9251,0,0,0.0664,0,0.0083,0.0003,0,-0.3995
130172,石家庄循环化工园区,34999,652,0.928,0.5917,0,0.0803,0.2559,0.0177,0.0481,0.0062,0,-0.3767
130181,辛集市,640808,672.1,0.9293,0.3381,0.1355,0.0948,0.3609,0.0179,0.0476,0.0053,0,0.0777
130183,晋州市,551569,914.2,0.9633,0.2435,0.1351,0.1614,0.4233,0.0015,0.0318,0.0034,0,0.0859
130184,新乐市,512965,985.1,0.9608,0.2198,0.3148,0.0915,0.3348,0,0.0354,0.0038,0,0.072
130202,路南区,513946,4598.8,0.9893,0.935,0.0124,0.0017,0.0403,0.0051,0.0054,0.0002,0,0.5378
130203,路北区,1160990,7776.1,0.999,0.9805,0.0002,0.0017,0.0166,0,0.001,0.0001,0,0.4796
130204,古冶区,291307,1175,0.9683,0.7286,0.0718,0.0166,0.1512,0,0.0297,0.0021,0,-0.0837
130205,开平区,334283,1392.4,0.9742,0.7967,0.0884,0,0.0892,0,0.0242,0.0015,0,0.1963
130207,丰南区,569540,445.5,0.8622,0.258,0.1899,0.0521,0.3621,0.05,0.0802,0.0077,0,0.0308
130208,丰润区,1228006,1075.5,0.9625,0.4297,0.1826,0.0462,0.3039,0.0056,0.0296,0.0024,0,0.5336
130209,曹妃甸区,265690,184.9,0.7656,0.2297,0.25,0.0716,0.2143,0.1057,0.1106,0.018,0,-0.2453
130224,滦南县,567236,494.5,0.8914,0.1767,0.0624,0.1304,0.522,0.0314,0.0704,0.0067,0,0.1154
130225,乐亭县,453894,434.4,0.8475,0.2159,0.0152,0.1885,0.4279,0.0455,0.0997,0.0073,0,0.1662
130227,迁西县,402955,276.3,0.7383,0.189,0.1458,0.1077,0.2959,0.0803,0.1651,0.0163,0,0.1021
130229,玉田县,838773,717.1,0.938,0.2429,0.1655,0.0929,0.4367,0.0061,0.0532,0.0027,0,0.2615
130271,河北唐山芦台经济开发区,49242,370.9,0.8996,0,0.1672,0.2325,0.4999,0,0.0898,0.0106,0,0.1305
130272,唐山市汉沽管理区,39707,355.2,0.6405,0.0934,0.3217,0,0.2254,0.2571,0.0893,0.0131,0,-0.2444
130273,唐山高新技术产业开发区,206237,2075.1,0.9875,0.8063,0,0.0611,0.1201,0,0.012,0.0006,0,0.2137
130274,河北唐山海港经济开发区,86454,202.7,0.6825,0,0.4165,0,0.266,0.0844,0.2189,0.0142,0,-0.1198
130281,遵化市,772091,508.8,0.8714,0.2267,0.1451,0.0959,0.4038,0.0277,0.0941,0.0068,0,0.092
130283,迁安市,735268,599.4,0.8942,0.2697,0.1555,0.0869,0.382,0.0189,0.0808,0.0061,0,-0.0534
130284,滦州市,582553,565.7,0.9108,0.1507,0.2081,0.1255,0.4265,0.0134,0.07,0.0058,0,0.1201
130302,海港区,834929,1220.7,0.9521,0.8455,0.029,0.0084,0.0693,0.006,0.0383,0.0036,0,-0.1853
130303,山海关区,162697,933,0.9501,0.8579,0,0,0.0922,0,0.0467,0.0032,0,-0.0139
130304,北戴河区,91101,675.9,0.9435,0.2495,0.3268,0,0.3672,0,0.0516,0.0049,0,-0.2998
130306,抚宁区,336631,331.6,0.837,0.1581,0.0907,0.1535,0.4347,0.0312,0.1181,0.0137,0,0.156
130321,青龙满族自治县,503230,143.3,0.5247,0.109,0.024,0.1096,0.2821,0.164,0.2798,0.0316,0,0.1672
130322,昌黎县,538173,479.8,0.8818,0.2412,0.115,0.0769,0.4486,0.0314,0.0798,0.0071,0,0.1028
130324,卢龙县,389131,406.7,0.8431,0,0.2011,0.1566,0.4853,0.0241,0.1233,0.0095,0,0.1653
130371,秦皇岛市经济技术开发区,98879,1581.5,0.9762,0.7892,0.1016,0,0.0855,0,0.0229,0.0009,0,-0.5004
130372,北戴河新区,94742,647,0.9403,0.2836,0,0.1257,0.531,0,0.0552,0.0046,0,0.2678
130402,邯山区,873554,4201.6,0.9956,0.9068,0.0204,0,0.0684,0,0.004,0.0004,0,0.422
130403,丛台区,741593,3928.1,0.9915,0.8134,0.0723,0.0389,0.0669,0,0.008,0.0005,0,0.2961
130404,复兴区,391413,2737,0.9891,0.8509,0.0578,0,0.0804,0,0.0101,0.0008,0,0.2232
130406,峰峰矿区,502800,1541.6,0.9737,0.5145,0.2455,0.0098,0.2039,0,0.025,0.0013,0,0.1714
130407,肥乡区,367774,728.9,0.9468,0,0.2349,0.1468,0.5651,0.0042,0.0456,0.0035,0,-0.0121
130408,永年区,862917,1127.9,0.9708,0.2534,0.3824,0.0166,0.3184,0.0013,0.0263,0.0016,0,0.0137
130423,临漳县,625155,836,0.9593,0.1321,0.2005,0.2283,0.3985,0.0019,0.0357,0.0032,0,0.0614
130424,成安县,385002,799.6,0.9418,0.1541,0.194,0.1639,0.4298,0.0121,0.0427,0.0034,0,-0.04
130425,大名县,780935,739.2,0.9401,0.1092,0.227,0.0949,0.5089,0.0042,0.0523,0.0034,0,0.0751
130426,涉县,418780,278.6,0.798,0.2251,0.2413,0.0783,0.2533,0.0939,0.0971,0.0111,0,0.1033
130427,磁县,538672,755.3,0.9478,0.3621,0.2318,0.018,0.3359,0.0091,0.0395,0.0036,0,0.2635
130430,邱县,230109,509.2,0.8974,0,0.2896,0.0786,0.5291,0.0185,0.0767,0.0075,0,0.0906
130431,鸡泽县,256427,759.8,0.9488,0.2246,0.261,0.0436,0.4196,0.0075,0.0397,0.0039,0,-0.1378
130432,广平县,256728,817.3,0.9597,0,0.2332,0.2538,0.4727,0,0.0368,0.0034,0,-0.0276
130433,馆陶县,328111,719.3,0.9371,0.2219,0.0077,0.3017,0.4057,0.0047,0.0543,0.004,0,0.0656
130434,魏县,837037,968.9,0.9604,0.1725,0.191,0.1571,0.4398,0.0034,0.0338,0.0024,0,0.0505
130435,曲周县,441173,652.5,0.938,0.1475,0.1123,0.1856,0.4927,0.0059,0.0514,0.0048,0,-0.0486
130471,邯郸经济技术开发区,243182,1170.3,0.9752,0.2833,0.2716,0.0716,0.3487,0,0.0238,0.001,0,-0.1741
130473,邯郸冀南新区,400822,1198.1,0.9722,0.3883,0.3476,0,0.2364,0,0.0253,0.0025,0,0.404
130481,武安市,838882,462.4,0.8566,0.2482,0.2212,0.0837,0.3035,0.0558,0.0801,0.0075,0,0.0336
130502,襄都区,325688,1988.5,0.9762,0.8193,0.0198,0.0089,0.1282,0,0.0229,0.001,0,-0.2359
130503,信都区,739403,381.4,0.811,0.5624,0.0489,0.0359,0.1639,0.0706,0.1063,0.0121,0,-0.0743
130505,任泽区,330515,761.6,0.9588,0,0.4373,0.0733,0.4481,0.0027,0.0344,0.0041,0,-0.036
130506,南和区,335814,824.5,0.9615,0,0.4637,0.065,0.4327,0.0077,0.0273,0.0036,0,-0.0416
130522,临城县,209835,267.5,0.6191,0,0.2609,0.0231,0.3351,0.1541,0.2098,0.0171,0,0.0503
130523,内丘县,269669,341.4,0.7812,0,0.3212,0.1081,0.3519,0.0811,0.1278,0.0099,0,0.0442
130524,柏乡县,208248,799,0.9476,0,0.2871,0.1514,0.5091,0.003,0.0459,0.0035,0,0.234
130525,隆尧县,498208,666.8,0.9141,0.1187,0.3352,0.1666,0.2936,0.0296,0.051,0.0054,0,0.037
130528,宁晋县,775919,697.2,0.9119,0.1433,0.2726,0.0813,0.4147,0.0416,0.0419,0.0046,0,0.041
130529,巨鹿县,396720,624.7,0.9226,0.1422,0.1153,0.1458,0.5193,0.0243,0.0483,0.0047,0,0.1466
130530,新河县,171632,474.9,0.8373,0,0.275,0.0924,0.4699,0.0802,0.0771,0.0054,0,0.2799
130531,广宗县,295709,589.3,0.9089,0,0.229,0.1229,0.557,0.0266,0.0592,0.0052,0,0.0538
130532,平乡县,303021,749.9,0.9403,0.1718,0.17,0.1325,0.466,0.0125,0.0424,0.0048,0,-0.0638
130533,威县,560062,552,0.9095,0,0.1388,0.2545,0.5162,0.0267,0.0582,0.0056,0,0.1286
130534,清河县,394323,789.2,0.9588,0.3764,0.084,0.0534,0.4449,0.0036,0.0348,0.0029,0,-0.0647
130535,临西县,342297,621.4,0.9248,0.056,0.1881,0.1919,0.4888,0.0108,0.0606,0.0038,0,0.0469
130571,河北邢台经济开发区,177773,1136.9,0.9565,0.4863,0.1028,0.022,0.3454,0.0203,0.0201,0.0032,0,-0.0264
130581,南宫市,472199,545.1,0.9206,0,0.2071,0.1455,0.568,0.012,0.0612,0.0061,0,0.1903
130582,沙河市,445877,533.5,0.8828,0.3652,0.1517,0.0662,0.2997,0.0534,0.0566,0.0072,0,0.0327
130602,竞秀区,402355,3116.1,0.9941,0.9085,0,0.007,0.0787,0,0.0055,0.0004,0,-0.2304
130606,莲池区,661957,3718.5,0.9939,0.9558,0,0,0.0381,0,0.006,0.0001,0,-0.2754
130607,满城区,402928,637.5,0.9313,0.2328,0.1744,0.077,0.4471,0.0118,0.0526,0.0043,0,0.0296
130608,清苑区,506649,587.7,0.9185,0.0576,0.3266,0.0923,0.442,0.0216,0.0525,0.0074,0,-0.1897
130609,徐水区,561519,775.6,0.9298,0.301,0.13,0.0793,0.4195,0.023,0.0431,0.0042,0,-0.0708
130623,涞水县,350097,211.7,0.8005,0.1744,0.1774,0.0586,0.39,0.077,0.1107,0.0118,0,0.1088
130624,阜平县,208017,83.3,0.5255,0,0.2284,0.0428,0.2543,0.1753,0.2651,0.0341,0,0.0722
130626,定兴县,515426,719.6,0.942,0.1495,0.1846,0.1326,0.4753,0.0129,0.0403,0.0047,0,0.0052
130627,唐县,542257,382.5,0.8552,0.2723,0.0956,0.1476,0.3397,0.0544,0.0812,0.0093,0,0.072
130628,高阳县,354983,711.5,0.9515,0.166,0.1559,0.1917,0.4378,0.0052,0.0399,0.0033,0,0.1128
130629,容城县,264909,854,0.9425,0.2357,0.2453,0.054,0.4075,0.0166,0.0372,0.0037,0,-0.0302
130630,涞源县,265115,108.4,0.729,0.387,0.0889,0.0551,0.198,0.0875,0.1576,0.0259,0,0.0652
130631,望都县,274205,757.2,0.8919,0.2075,0.234,0.0933,0.3572,0.0553,0.0493,0.0036,0,0.1729
130632,安新县,441801,607.7,0.9249,0.1336,0.4085,0.0654,0.3174,0.0322,0.0386,0.0043,0,-0.0263
130633,易县,537204,211.4,0.7413,0.1169,0.0779,0.1538,0.3927,0.0836,0.1572,0.0179,0,0.1064
130634,曲阳县,599661,557.2,0.9052,0.142,0.2006,0.1266,0.436,0.0291,0.059,0.0067,0,0.0448
130635,蠡县,509767,782.2,0.9645,0.1303,0.3761,0.0615,0.3966,0,0.0307,0.0048,0,0.0443
130636,顺平县,280788,395.4,0.8295,0,0.3256,0.1243,0.3796,0.0741,0.0878,0.0086,0,0.0412
130637,博野县,249985,755.7,0.9426,0.1722,0.1765,0.0483,0.5457,0.0146,0.04,0.0029,0,0.1107
130638,雄县,359817,694.3,0.9375,0.224,0.1499,0.1071,0.4565,0.0089,0.0501,0.0035,0,-0.2481
130671,保定高新技术产业开发区,18874,368.9,0.8111,0.3474,0,0,0.4637,0,0.1815,0.0074,0,-0.804
130672,保定白沟新城,141666,2611.6,0.9871,0.9015,0,0,0.0855,0,0.0126,0.0003,0,-0.0749
130681,涿州市,627122,835.1,0.947,0.3752,0.0674,0.0812,0.4232,0,0.0506,0.0024,0,-0.0607
130682,定州市,1171812,914.2,0.9605,0.2236,0.2612,0.0822,0.3934,0.0046,0.0317,0.0032,0,0.0692
130683,安国市,380248,780.5,0.9277,0.1884,0.2709,0.0438,0.4246,0.027,0.042,0.0033,0,0.0473
130684,高碑店市,525135,844.9,0.9591,0.351,0.1057,0.0653,0.4371,0,0.038,0.0029,0,-0.0143
130702,桥东区,291507,786.2,0.9118,0.8226,0,0.0199,0.0694,0.054,0.028,0.0061,0,0.0425
130703,桥西区,206683,2020.7,0.9846,0.9683,0,0,0.0163,0.0054,0.0088,0.0012,0,-0.2593
130705,宣化区,567249,281.4,0.8501,0.6128,0.0629,0.0214,0.153,0.0645,0.074,0.0114,0,0.0459
130706,下花园区,62407,196.7,0.7801,0,0.6219,0,0.1581,0.0791,0.122,0.0189,0,-0.0282
130708,万全区,221416,191,0.644,0.0543,0.2381,0.1018,0.2499,0.1938,0.1435,0.0188,0,0.0213
130709,崇礼区,106282,45.4,0.4457,0,0.2962,0.0786,0.0709,0.195,0.3113,0.0481,0,0.0074
130722,张北县,296419,77.3,0.4229,0.3553,0,0,0.0675,0.1095,0.4113,0.0563,0,-0.0403
130723,康保县,206160,61.2,0.281,0.2571,0,0,0.0239,0.251,0.417,0.0511,0,0.4917
130724,沽源县,171107,50.5,0.2883,0,0.2333,0,0.055,0.2054,0.4391,0.0672,0,0.0628
130725,尚义县,153075,58.5,0.3796,0,0.3549,0,0.0247,0.1678,0.3882,0.0644,0,0.4684
130726,蔚县,455173,142.2,0.6197,0.1971,0.1604,0.0789,0.1833,0.1904,0.1724,0.0176,0,0.1053
130727,阳原县,262867,142.2,0.5869,0.2391,0.1307,0.0149,0.2022,0.2111,0.1782,0.0238,0,0.2775
130728,怀安县,213467,126,0.5348,0.2666,0.1116,0,0.1566,0.2386,0.2026,0.024,0,0.1863
130730,怀来县,356879,201.2,0.7808,0.2801,0.0989,0.0891,0.3126,0.0988,0.1056,0.0149,0,0.0233
130731,涿鹿县,337234,120.5,0.6864,0,0.2805,0.1228,0.283,0.1687,0.1281,0.0168,0,0.147
130732,赤城县,239783,45.4,0.3916,0,0.2794,0.0436,0.0685,0.2603,0.3004,0.0477,0,0.2115
130771,张家口经济开发区,214682,1488.4,0.9803,0.7595,0.0797,0,0.1412,0,0.0177,0.0019,0,-0.1657
130772,张家口市察北管理区,26357,73,0.3421,0,0.239,0,0.1031,0.3026,0.3019,0.0533,0,0.5582
130773,张家口市塞北管理区,5590,26.6,0,0,0,0,0,0.6287,0.2617,0.1096,0,-0.152
130802,双桥区,583332,1602.3,0.9742,0.8883,0.0182,0,0.0676,0.0025,0.0206,0.0027,0,0.6275
130803,双滦区,143653,318.3,0.8051,0.6066,0,0.0203,0.1782,0.0668,0.1131,0.0149,0,-0.2333
130804,鹰手营子矿区,57422,390.1,0.9233,0,0.6846,0.065,0.1736,0,0.0647,0.0119,0,0.0492
130821,承德县,450878,123.5,0.5044,0.2488,0.0385,0.0453,0.1718,0.1972,0.2625,0.0359,0,0.3239
130822,兴隆县,320811,102.7,0.5472,0.1975,0.0444,0.0631,0.2421,0.1608,0.2543,0.0377,0,0.1811
130824,滦平县,292620,97.7,0.453,0,0.1328,0.0862,0.234,0.2119,0.2894,0.0456,0,0.0892
130825,隆化县,376148,68.7,0.3577,0.1637,0.0294,0.0718,0.0927,0.2814,0.3054,0.0556,0,0.0818
130826,丰宁满族自治县,360873,41.3,0.3398,0.1813,0.0501,0.0155,0.0929,0.2538,0.3262,0.0802,0,0.1058
130827,宽城满族自治县,252894,130.5,0.5442,0.2471,0,0.059,0.2381,0.1758,0.2477,0.0323,0,0.0512
130828,围场满族蒙古族自治县,426386,47.2,0.3342,0.1802,0.0207,0.0173,0.116,0.1767,0.4174,0.0718,0,0.0064
130871,承德高新技术产业开发区,153726,529.2,0.8936,0.5052,0.1884,0.0272,0.1727,0.0265,0.0743,0.0056,0,0.1356
130881,平泉市,451837,137,0.5678,0.2193,0.0273,0.0465,0.2747,0.125,0.276,0.0313,0,0.1314
130902,新华区,207042,3134,0.9968,0.9344,0,0,0.0624,0,0.003,0.0002,0,-0.1824
130903,运河区,342927,3062.5,0.9949,0.9254,0,0,0.0695,0,0.005,0.0002,0,-0.329
130921,沧县,626350,412.3,0.827,0.0572,0.0874,0.1785,0.5039,0.0617,0.1027,0.0087,0,0.0005
130922,青县,398152,401.2,0.8223,0.241,0.035,0.1116,0.4347,0.0711,0.0968,0.0098,0,-0.054
130923,东光县,365595,514,0.8995,0.1274,0.1155,0.1187,0.5379,0.022,0.0732,0.0052,0,0.0744
130924,海兴县,233116,268.6,0.7616,0,0.2107,0.2027,0.3482,0.138,0.0851,0.0153,0,0.2316
130925,盐山县,444131,557.2,0.9126,0.1209,0.0745,0.184,0.5331,0.0223,0.0589,0.0062,0,0.0797
130926,肃宁县,333905,645.9,0.9355,0,0.3498,0.1744,0.4112,0.0129,0.046,0.0056,0,-0.0234
130927,南皮县,363136,458.1,0.8238,0,0.1869,0.237,0.4,0.0942,0.0742,0.0078,0,0.0451
130928,吴桥县,275364,471.9,0.8403,0,0.2068,0.0627,0.5707,0.0479,0.1057,0.0061,0,0.2632
130929,献县,592878,505.8,0.8897,0,0.21,0.1908,0.489,0.0363,0.0668,0.0072,0,0.043
130930,孟村回族自治县,203442,523.3,0.9158,0.2749,0.1153,0.1231,0.4025,0.0169,0.0602,0.007,0,-0.0003
130971,河北沧州经济开发区,77820,2705.7,0.9955,0.8713,0,0,0.1241,0,0.004,0.0005,0,1.4686
130972,沧州高新技术产业开发区,8785,1156.2,1,0.3225,0,0,0.6775,0,0,0,0,-0.4125
130973,沧州渤海新区,159636,206.3,0.7768,0.3439,0.1751,0.0573,0.2004,0.089,0.1171,0.0172,0,0.0425
130981,泊头市,751324,741.3,0.9174,0.3866,0.0721,0.0945,0.3642,0.0192,0.0602,0.0032,0,0.3093
130982,任丘市,1066022,1023.9,0.9624,0.3882,0.2133,0.0685,0.2924,0.0038,0.031,0.0028,0,0.3058
130983,黄骅市,441383,299.9,0.7357,0.2318,0.0871,0.1222,0.2946,0.1652,0.0876,0.0115,0,-0.0886
130984,河间市,1052435,792.9,0.9606,0.2263,0.2193,0.1118,0.4032,0.0012,0.0347,0.0035,0,0.3235
131002,安次区,383652,660.9,0.8962,0.3513,0.1322,0.0429,0.3699,0.0234,0.0752,0.0052,0,-0.2004
131003,广阳区,410700,1304.9,0.95,0.6351,0.0878,0.0158,0.2112,0.0135,0.0349,0.0016,0,-0.2377
131022,固安县,439724,624.7,0.9106,0.3264,0.0128,0.1694,0.4021,0.0048,0.0807,0.0038,0,-0.237
131023,永清县,368035,483.2,0.8019,0.1494,0.1026,0.0534,0.4965,0.082,0.1074,0.0087,0,-0.0435
131024,香河县,392022,874.2,0.9613,0.3956,0.0992,0.0869,0.3796,0,0.0351,0.0036,0,-0.127
131025,大城县,506325,564.3,0.9173,0,0.2147,0.1789,0.5237,0.0213,0.055,0.0064,0,0.0507
131026,文安县,533365,516.2,0.9029,0.2082,0.2685,0.0784,0.3477,0.0272,0.0629,0.0069,0,-0.0209
131028,大厂回族自治县,153446,871.7,0.9544,0.367,0.2408,0.0212,0.3254,0.0034,0.0392,0.003,0,-0.1046
131071,廊坊经济技术开发区,121100,1748.3,0.9952,0.8207,0.0457,0,0.1289,0,0.0043,0.0005,0,-0.061
131081,霸州市,647951,806.7,0.9409,0.4863,0.1209,0.0292,0.3044,0.0167,0.0386,0.0038,0,-0.1282
131082,三河市,915552,1441.7,0.9819,0.6351,0.1074,0.0203,0.2192,0,0.0173,0.0008,0,-0.0513
131102,桃城区,701114,1838.8,0.9684,0.8143,0.0246,0.0208,0.1087,0.0132,0.0169,0.0016,0,0.152
131103,冀州区,352765,405.9,0.8278,0.2726,0.0236,0.0255,0.5061,0.0908,0.0745,0.0069,0,0.1572
131121,枣强县,415891,454.1,0.8188,0.1695,0.1112,0.063,0.4751,0.0716,0.1029,0.0067,0,0.1374
131122,武邑县,316163,397.5,0.8023,0.1616,0.0693,0.1422,0.4292,0.0629,0.1261,0.0087,0,0.1888
131123,武强县,204836,460.7,0.8355,0,0.1963,0.081,0.5582,0.0692,0.0866,0.0086,0,0.1594
131124,饶阳县,288212,503,0.8743,0,0.2439,0.2218,0.4086,0.0447,0.0709,0.01,0,0.132
131125,安平县,326621,659.3,0.9473,0.2568,0.1041,0.1193,0.467,0.0024,0.0474,0.0029,0,-0.0027
131126,故城县,472009,501.9,0.8555,0.2077,0.0181,0.1453,0.4844,0.0499,0.0892,0.0055,0,0.0619
131127,景县,537699,452.6,0.8246,0.105,0.085,0.076,0.5585,0.0495,0.1206,0.0053,0,0.159
131128,阜城县,338374,487.9,0.8604,0.0431,0.1652,0.0653,0.5868,0.0226,0.1117,0.0053,0,0.1514
131171,河北衡水高新技术产业开发区,102492,641.2,0.9155,0.4469,0.0892,0.1045,0.2748,0.0178,0.06,0.0067,0,-0.2918
131172,衡水滨湖新区,73736,507.7,0.9202,0.2644,0.1234,0.0531,0.4793,0.0131,0.0613,0.0055,0,-0.0757
131182,深州市,582399,467.2,0.8583,0.1558,0.097,0.0988,0.5066,0.0673,0.0671,0.0073,0,0.2076
140105,小店区,1001206,4828.8,0.9948,0.8861,0.0566,0,0.0521,0,0.0048,0.0004,0,-0.1216
140106,迎泽区,659617,6325.4,0.9916,0.9839,0,0,0.0077,0.0056,0.0024,0.0004,0,0.1128
140107,杏花岭区,872341,5951.3,0.9974,0.9897,0,0,0.0077,0,0.0021,0.0004,0,0.1391
140108,尖草坪区,561900,1922.5,0.9838,0.89,0.0242,0.0204,0.0493,0.0022,0.0126,0.0013,0,0.0592
140109,万柏林区,916224,3071.8,0.9924,0.9728,0.0103,0,0.0093,0.0011,0.0055,0.001,0,-0.0368
140110,晋源区,179447,618,0.974,0.3684,0.1968,0,0.4088,0,0.0224,0.0037,0,-0.4329
140121,清徐县,338220,585.8,0.9332,0.4227,0.079,0.0762,0.3553,0.0125,0.0491,0.0052,0,0.039
140122,阳曲县,97615,49.1,0.5694,0,0.2756,0.0369,0.2569,0.1588,0.2301,0.0417,0,-0.1947
140123,娄烦县,114791,89,0.6474,0,0.4533,0.073,0.1211,0.177,0.1542,0.0214,0,0.2586
140171,山西转型综合改革示范区,188325,875.3,0.9114,0.397,0.1275,0.0151,0.3718,0.0297,0.0558,0.0031,0,-0.2724
140181,古交市,246671,163.8,0.8477,0.6508,0.0726,0.0252,0.0991,0.0627,0.0738,0.0159,0,0.1704
140212,新荣区,149638,137,0.5207,0.1787,0.1438,0.0213,0.1769,0.2224,0.2262,0.0306,0,0.6877
