CODE,NAME,GHSL_POP,GHSL_POP_DENS,GHSL_URB,GHSL_POP_30,GHSL_POP_23,GHSL_POP_22,GHSL_POP_21,GHSL_POP_13,GHSL_POP_12,GHSL_POP_11,GHSL_POP_10,GHSL_VAR
371721,曹县,1359026,689.6,0.9131,0.2702,0.0826,0.0884,0.4719,0.006,0.0784,0.0024,0,-0.0182
371722,单县,1052191,637.5,0.9094,0.2347,0.1047,0.0709,0.499,0.0009,0.0876,0.0022,0,0.025
371723,成武县,605659,610.5,0.9088,0.1788,0.1071,0.0608,0.5622,0.0012,0.0872,0.0027,0,0.0176
371724,巨野县,847246,650.8,0.9287,0.1134,0.1381,0.1643,0.5129,0.0069,0.0605,0.0039,0,-0.083
371725,郓城县,1037037,633.6,0.9175,0.1494,0.1233,0.1494,0.4955,0.007,0.0715,0.004,0,-0.0748
371726,鄄城县,726012,697.6,0.9322,0.1216,0.1789,0.0936,0.5381,0.0065,0.0592,0.0022,0,-0.0294
371728,东明县,725032,553.6,0.9131,0.0981,0.1421,0.1734,0.4996,0.0104,0.0719,0.0046,0,-0.0472
371771,菏泽经济技术开发区,205591,885,0.9569,0.6026,0.073,0,0.2814,0,0.0414,0.0017,0,-0.5014
371772,菏泽高新技术开发区,208376,891.2,0.9544,0.1841,0.1442,0.0879,0.5383,0,0.0445,0.001,0,0.1254
410102,中原区,619027,6109.6,0.9971,0.9753,0,0,0.0218,0,0.0029,0,0,-0.3569
410103,二七区,898694,5748.4,0.9955,0.8892,0.0618,0,0.0446,0,0.0044,0,0,-0.1532
410104,管城回族区,614046,4584.7,0.9961,0.9666,0,0,0.0295,0,0.0037,0.0002,0,-0.3641
410105,金水区,2086069,8599.6,0.9984,0.9819,0,0,0.0165,0,0.0016,0,0,-0.0277
410106,上街区,144176,2363.8,0.9788,0.9527,0,0,0.0262,0.0068,0.0129,0.0014,0,-0.2696
410108,惠济区,418145,1878.4,0.9793,0.7975,0.025,0,0.1568,0,0.0193,0.0014,0,-0.2466
410122,中牟县,618906,570.1,0.9031,0.2883,0.0764,0.1099,0.4285,0.0199,0.0706,0.0065,0,-0.3644
410171,郑州经济技术开发区,234203,1432.1,0.9765,0.7103,0.1091,0.0207,0.1364,0,0.0221,0.0014,0,-0.2877
410172,郑州高新技术产业开发区,232891,2402.1,0.9853,0.9232,0,0,0.0621,0,0.0147,0.0001,0,-0.5736
410173,郑州航空港经济综合实验区,269185,639,0.8902,0.2233,0.1394,0.0546,0.4728,0.0121,0.0942,0.0035,0,-0.5668
410181,巩义市,922984,885.4,0.9504,0.5847,0.1676,0.0043,0.1937,0.0028,0.0427,0.0041,0,0.1754
410182,荥阳市,701078,741,0.9186,0.4703,0.1091,0.0233,0.3158,0.001,0.0771,0.0033,0,-0.0398
410183,新密市,867554,870.9,0.924,0.4536,0.1703,0.0045,0.2956,0.0076,0.0658,0.0026,0,0.0503
410184,新郑市,792205,1119.5,0.9559,0.6024,0.0688,0.0241,0.2605,0.0014,0.0417,0.001,0,-0.3242
410185,登封市,957619,784,0.9288,0.4092,0.2351,0.0311,0.2535,0.0064,0.0603,0.0045,0,0.313
410202,龙亭区,666736,1815.1,0.9749,0.7947,0.0384,0,0.1418,0.0071,0.0169,0.0011,0,0.1604
410203,顺河回族区,285383,3927,0.9963,0.8621,0,0.0113,0.1229,0,0.0036,0.0001,0,0.2524
410204,鼓楼区,239296,3797.4,0.971,0.952,0,0,0.0191,0.004,0.0238,0.0012,0,0.7574
410205,禹王台区,119206,1975,0.9722,0.7349,0,0,0.2374,0,0.0275,0.0002,0,-0.0453
410212,祥符区,696417,557.1,0.9044,0.0838,0.1269,0.1258,0.5678,0.0173,0.074,0.0043,0,0.0361
410221,杞县,936427,742.1,0.9453,0.1175,0.1393,0.1664,0.5221,0,0.0524,0.0023,0,0.0046
410222,通许县,555744,721.3,0.9378,0.1213,0.1111,0.1888,0.5165,0,0.06,0.0023,0,0.0306
410223,尉氏县,870450,667.4,0.9277,0.1262,0.1133,0.1576,0.5306,0.0051,0.0641,0.0031,0,0.0365
410225,兰考县,661674,597.7,0.9114,0.1427,0.2256,0.0715,0.4717,0.011,0.0729,0.0047,0,-0.1487
410302,老城区,217735,4075.3,0.9999,0.9995,0,0,0.0004,0,0.0001,0,0,-0.1365
410303,西工区,171060,3192.2,0.9942,0.9777,0,0,0.0165,0,0.0058,0,0,-0.5366
410304,瀍河回族区,125993,2142.4,0.9937,0.877,0.0428,0,0.0739,0,0.0057,0.0006,0,-0.4346
410305,涧西区,517998,11095.3,1,1,0,0,0,0,0,0,0,0.0158
410306,吉利区,72660,899.6,0.9499,0,0.6999,0,0.25,0,0.045,0.0051,0,0.0509
410311,洛龙区,628962,1363.2,0.9681,0.6673,0.0804,0.0342,0.1863,0.0064,0.0238,0.0017,0,-0.3151
410322,孟津县,450101,615.4,0.9031,0.358,0.1682,0.0739,0.3029,0.0067,0.0853,0.0049,0,0.0798
410323,新安县,472787,404.9,0.8431,0.2758,0.2528,0.0528,0.2616,0.0288,0.1167,0.0114,0,-0.0219
410324,栾川县,338548,136.4,0.8567,0.2791,0.3389,0.0464,0.1922,0.0281,0.0985,0.0167,0,0.0349
410325,嵩县,498087,165.2,0.8194,0.2023,0.3032,0.041,0.2729,0.0512,0.1152,0.0142,0,-0.0834
410326,汝阳县,403783,303.4,0.841,0.1555,0.4029,0.0419,0.2406,0.0542,0.0931,0.0117,0,-0.0713
410327,宜阳县,580930,358.5,0.8484,0.2226,0.2487,0.0437,0.3334,0.0349,0.1039,0.0128,0,0.0084
410328,洛宁县,417900,180.9,0.7765,0.188,0.1751,0.1208,0.2926,0.0731,0.1321,0.0183,0,0.0823
410329,伊川县,736468,694.9,0.914,0.2092,0.2712,0.0751,0.3584,0.0108,0.0706,0.0045,0,-0.0711
410371,洛阳高新技术产业开发区,270183,2053.7,0.9796,0.7983,0,0.0374,0.144,0,0.0188,0.0016,0,0.2937
410381,偃师市,806445,1208.1,0.973,0.6171,0.1188,0.0312,0.2059,0,0.025,0.0021,0,0.478
410402,新华区,171161,2589.8,0.985,0.7748,0.0765,0.0422,0.0916,0,0.0146,0.0004,0,-0.492
410403,卫东区,370681,3669,0.9905,0.9678,0,0,0.0227,0.0026,0.0054,0.0015,0,0.1741
410404,石龙区,83767,1460,0.9783,0.7089,0,0,0.2694,0,0.0208,0.0009,0,0.9913
410411,湛河区,315886,2791.7,0.9874,0.8185,0.0106,0.004,0.1542,0,0.0121,0.0005,0,-0.0868
410421,宝丰县,452204,632.7,0.9073,0.1765,0.1567,0.0781,0.4961,0.0106,0.0774,0.0047,0,-0.0922
410422,叶县,727871,538.4,0.8887,0.1216,0.1429,0.1085,0.5156,0.0081,0.0993,0.0039,0,0.0363
410423,鲁山县,792401,328.9,0.8442,0.1407,0.1966,0.0949,0.412,0.0314,0.1144,0.01,0,0.005
410425,郏县,543618,747.3,0.9325,0.1786,0.2339,0.0825,0.4375,0.0033,0.0607,0.0035,0,0.0735
410471,平顶山高新技术产业开发区,36319,734.7,0.9434,0.3789,0.1575,0,0.407,0,0.0541,0.0025,0,-0.3218
410472,平顶山市城乡一体化示范区,64659,490.1,0.9041,0.3725,0.1418,0,0.3899,0,0.0927,0.0032,0,-0.4956
410481,舞钢市,296973,470.8,0.8668,0.3388,0.0678,0.0501,0.4102,0.0176,0.1082,0.0074,0,0.0072
410482,汝州市,911634,578.2,0.902,0.2196,0.2449,0.0518,0.3857,0.0139,0.0772,0.0068,0,-0.0646
410502,文峰区,466667,5654.8,0.9951,0.9108,0.0329,0.0115,0.0398,0,0.0047,0.0002,0,0.2087
410503,北关区,495923,5128.6,0.9948,0.8623,0.0553,0,0.0772,0,0.005,0.0002,0,0.5131
410505,殷都区,262554,3976.6,0.9971,0.9617,0,0,0.0354,0,0.0028,0.0001,0,0.1946
410506,龙安区,376095,1015.9,0.9508,0.5569,0.0586,0.0319,0.3034,0.0059,0.0399,0.0034,0,0.3816
410522,安阳县,875038,806.3,0.9342,0.2716,0.2199,0.0603,0.3825,0.0164,0.0458,0.0035,0,0.0651
410523,汤阴县,374786,590.8,0.8969,0.2909,0.0704,0.0712,0.4645,0.0337,0.064,0.0055,0,-0.1765
410526,滑县,1254184,700.9,0.9245,0.1423,0.1472,0.1789,0.456,0.0196,0.0522,0.0037,0,0.0728
410527,内黄县,720446,627,0.9134,0.1346,0.209,0.1209,0.449,0.0317,0.0495,0.0053,0,0.0563
410571,安阳高新技术产业开发区,133180,4361.9,0.999,0.9931,0,0,0.0059,0,0.001,0,0,-0.31
410581,林州市,743091,361.2,0.8525,0.2016,0.157,0.0883,0.4056,0.0469,0.0907,0.0099,0,-0.2186
410602,鹤山区,141086,1063,0.9641,0,0.6585,0.0832,0.2224,0.0046,0.0287,0.0027,0,1.2497
410603,山城区,230275,1702.5,0.9671,0.8766,0,0,0.0905,0.0077,0.0231,0.0021,0,0.4814
410611,淇滨区,262710,825.8,0.9307,0.7626,0.027,0,0.1411,0.0183,0.0454,0.0056,0,-0.3717
410621,浚县,660922,695.9,0.922,0.1389,0.3142,0.068,0.401,0.024,0.0498,0.0042,0,0.0579
410622,淇县,307950,533,0.869,0.3067,0.1634,0.0745,0.3244,0.0391,0.0848,0.0071,0,0.174
410671,鹤壁经济技术开发区,45689,1528.6,0.9806,0.5335,0.2746,0,0.1725,0,0.0189,0.0005,0,0.072
410702,红旗区,198679,2587.7,0.9895,0.8044,0.1033,0,0.0818,0,0.0097,0.0007,0,-0.5372
410703,卫滨区,188884,2759.8,0.9925,0.9201,0,0,0.0724,0,0.0072,0.0003,0,-0.2128
410704,凤泉区,160398,1362.1,0.9624,0.5453,0.2144,0,0.2027,0.0153,0.0208,0.0015,0,0.0825
410711,牧野区,530254,5423.2,0.9965,0.9614,0,0,0.0351,0.0001,0.0034,0.0001,0,0.3999
410721,新乡县,316547,818.4,0.9597,0,0.532,0.0097,0.418,0,0.0364,0.0039,0,-0.1075
410724,获嘉县,394647,837,0.9513,0.2345,0.1812,0.1212,0.4144,0.0042,0.041,0.0035,0,-0.0088
410725,原阳县,496162,520.6,0.9064,0.209,0.1002,0.1725,0.4247,0.0102,0.078,0.0054,0,-0.086
410726,延津县,446243,501.9,0.826,0.1585,0.0683,0.1449,0.4543,0.0715,0.0954,0.0071,0,0.0072
410727,封丘县,728431,593.1,0.9203,0.1526,0.1364,0.1952,0.4361,0.0113,0.0628,0.0056,0,0.0339
410771,新乡高新技术产业开发区,48319,951.5,0.9564,0.6087,0.1385,0,0.2091,0,0.0404,0.0032,0,-0.6471
410772,新乡经济技术开发区,29695,1136.1,0.9932,0,0.6025,0,0.3907,0,0.0068,0,0,-0.2805
410773,新乡市平原城乡一体化示范区,143585,418.7,0.823,0,0.071,0.2228,0.5293,0.0704,0.0985,0.0081,0,-0.3042
410781,卫辉市,473947,549.6,0.8963,0.2206,0.1812,0.0707,0.4238,0.0229,0.0747,0.0061,0,-0.0061
410782,辉县市,722662,429,0.8792,0.2591,0.1156,0.1124,0.3921,0.0252,0.0871,0.0084,0,-0.1454
410783,长垣市,783101,753.1,0.9479,0.291,0.135,0.0708,0.451,0,0.0492,0.003,0,-0.1351
410802,解放区,357914,5268,0.9959,0.9612,0.0205,0,0.0142,0,0.0039,0.0002,0,0.0303
410803,中站区,109149,870.7,0.9206,0.7852,0.0793,0,0.0561,0.0347,0.0389,0.0057,0,0.0174
410804,马村区,152918,1267.3,0.971,0.3791,0.3242,0,0.2677,0,0.0272,0.0018,0,0.2684
410811,山阳区,237076,3580.1,0.9992,0.9541,0,0,0.045,0,0.0008,0.0001,0,-0.2181
410821,修武县,221719,371,0.8676,0,0.3481,0.065,0.4546,0.0343,0.0899,0.0082,0,-0.1081
410822,博爱县,396451,925,0.9339,0.614,0.0839,0.017,0.219,0.0228,0.0401,0.0032,0,0.1323
410823,武陟县,677835,861.6,0.9485,0.2407,0.3424,0.0164,0.349,0.0109,0.0373,0.0034,0,0.0249
410825,温县,416509,867.1,0.945,0.2732,0.2489,0.0984,0.3245,0.0029,0.0488,0.0033,0,0.0576
410871,焦作城乡一体化示范区,207889,1014.5,0.9652,0.0086,0.4154,0.1244,0.4167,0,0.0341,0.0007,0,0.0042
410882,沁阳市,449174,752,0.9241,0.4594,0.1194,0.0494,0.2959,0.0154,0.0573,0.0031,0,0.0038
410883,孟州市,362136,714.4,0.9054,0.3514,0.1932,0.0288,0.3321,0.0255,0.0639,0.0052,0,0.0835
410902,华龙区,313328,2842.6,0.9849,0.8667,0.0477,0.0129,0.0577,0,0.0151,0,0,-0.4838
410922,清丰县,592791,714.9,0.9414,0,0.2571,0.1622,0.5221,0.0046,0.0506,0.0035,0,0.0006
410923,南乐县,473286,752.4,0.9516,0,0.3342,0.1053,0.5121,0.0015,0.0437,0.0032,0,-0.0069
410926,范县,431345,697.9,0.9379,0,0.2864,0.1374,0.5141,0.0044,0.055,0.0027,0,-0.0367
410927,台前县,312341,697,0.9543,0.1924,0.0918,0.2247,0.4454,0,0.0418,0.0039,0,-0.0333
410928,濮阳县,1049033,777.6,0.9444,0.1474,0.2017,0.139,0.4562,0.0055,0.0473,0.0029,0,0.0829
410971,河南濮阳工业园区,31385,943.3,0.9731,0,0.3248,0,0.6483,0,0.0266,0.0003,0,0.1497
410972,濮阳经济技术开发区,492621,1886.6,0.9774,0.6978,0.0929,0.0199,0.1668,0.0025,0.0193,0.0008,0,0.4965
411002,魏都区,743634,8909.3,0.9999,0.9817,0.0075,0,0.0107,0,0.0001,0,0,0.3412
411003,建安区,754193,799,0.949,0.2314,0.1293,0.1177,0.4705,0,0.0488,0.0022,0,0.0563
411024,鄢陵县,538712,618.2,0.9115,0.1937,0.0696,0.1288,0.5195,0.0171,0.0678,0.0035,0,-0.0159
411025,襄城县,638087,692.4,0.9388,0,0.305,0.1237,0.51,0.0026,0.0547,0.004,0,-0.0545
411071,许昌经济技术开发区,94539,1544.7,0.9674,0.7357,0,0,0.2317,0,0.0325,0.0001,0,0.3603
411081,禹州市,1123085,762.2,0.9316,0.2464,0.2114,0.0497,0.424,0.008,0.0576,0.0028,0,0.012
411082,长葛市,924482,1439.6,0.98,0.5658,0.0655,0.0962,0.2525,0,0.0193,0.0007,0,0.302
411102,源汇区,588923,2574.2,0.9904,0.707,0.1635,0.0073,0.1126,0,0.0091,0.0005,0,0.8271
411103,郾城区,745108,1639.2,0.9824,0.5363,0.224,0.0295,0.1925,0,0.0164,0.0012,0,0.4746
411104,召陵区,374963,943.4,0.9671,0.2503,0.2122,0.1084,0.3963,0,0.0307,0.0022,0,-0.0646
411121,舞阳县,548580,706.4,0.9375,0.1762,0.1656,0.1201,0.4756,0.0092,0.0502,0.0031,0,0.2269
411122,临颍县,727418,903.3,0.9575,0.2765,0.1811,0.1271,0.3729,0.0034,0.0366,0.0024,0,0.2253
411171,漯河经济技术开发区,115777,2944.4,0.999,0.887,0,0,0.112,0,0.0008,0.0001,0,0.1793
411202,湖滨区,287818,1511.5,0.9523,0.8695,0,0.0195,0.0633,0.0175,0.027,0.0032,0,0.0112
411203,陕州区,338131,209.2,0.7573,0.2013,0.2948,0.0458,0.2154,0.0886,0.1343,0.0198,0,0.1719
411221,渑池县,336765,247.6,0.7773,0.2357,0.1827,0.0566,0.3022,0.0612,0.1474,0.0141,0,0.0859
411224,卢氏县,344600,93.9,0.6884,0,0.3327,0.1281,0.2276,0.138,0.1495,0.0241,0,0.0866
411271,河南三门峡经济开发区,21554,1435.5,0.9974,0.9375,0,0,0.0599,0,0.0024,0.0001,0,-0.4873
411281,义马市,152602,1513.5,0.9689,0.653,0.1998,0,0.1161,0.0017,0.0261,0.0033,0,0.1236
411282,灵宝市,702453,233.9,0.8577,0.2658,0.1786,0.0808,0.3325,0.0341,0.0973,0.0109,0,0.0699
411302,宛城区,669265,840.3,0.9261,0.4272,0.078,0.0333,0.3876,0.0031,0.0692,0.0016,0,-0.0971
411303,卧龙区,844214,846.9,0.933,0.3565,0.1536,0.0336,0.3893,0.0037,0.0604,0.003,0,-0.026
411321,南召县,558090,189.9,0.7708,0.1526,0.2715,0.0815,0.2652,0.0576,0.1553,0.0163,0,0.0231
411322,方城县,924285,362.4,0.7799,0.084,0.1004,0.0689,0.5266,0.0404,0.1716,0.0082,0,0.0579
411323,西峡县,441310,127.8,0.76,0.2302,0.2545,0.0298,0.2455,0.0817,0.1354,0.0229,0,-0.0202
411324,镇平县,869919,579.9,0.9134,0.1911,0.1244,0.1429,0.4549,0.0053,0.0769,0.0045,0,0.0484
411325,内乡县,572172,247.9,0.8171,0.1235,0.1316,0.0893,0.4727,0.026,0.1439,0.0131,0,0.0421
411326,淅川县,671904,237.2,0.8073,0.2013,0.2275,0.0641,0.3144,0.0669,0.1145,0.0113,0,0.2476
411327,社旗县,628584,544.7,0.8645,0.1348,0.0861,0.0958,0.5479,0.0153,0.1176,0.0026,0,0.1193
411328,唐河县,1266918,506.8,0.8503,0.1754,0.1338,0.0634,0.4777,0.0166,0.1288,0.0043,0,0.1746
411329,新野县,573972,539.7,0.8842,0.1793,0.0524,0.1199,0.5326,0.0114,0.1007,0.0037,0,-0.0479
411330,桐柏县,387274,201.6,0.7043,0.228,0.265,0.0095,0.2018,0.0799,0.1857,0.0301,0,0.0322
411371,南阳高新技术产业开发区,139040,3016.3,0.9943,0.9653,0,0,0.029,0,0.0057,0,0,-0.3872
411372,南阳市城乡一体化示范区,210551,1366.2,0.9739,0.6353,0.0278,0.0295,0.2814,0,0.0259,0.0002,0,-0.0647
411381,邓州市,2427838,1025.1,0.9533,0.2579,0.2449,0.0512,0.3994,0.0031,0.0424,0.0012,0,0.9457
411402,梁园区,640751,1199.8,0.9713,0.3872,0.1646,0.0467,0.3729,0,0.0279,0.0008,0,0.0149
411403,睢阳区,813983,848.4,0.9423,0.3747,0.0655,0.0836,0.4185,0,0.0572,0.0005,0,-0.1084
411421,民权县,674401,543.3,0.8851,0.1293,0.1218,0.1109,0.5232,0.0133,0.097,0.0045,0,-0.0964
411422,睢县,681744,742,0.9474,0.1506,0.0917,0.157,0.548,0,0.0513,0.0014,0,-0.0581
411423,宁陵县,499721,623,0.9069,0.13,0.0675,0.1294,0.5801,0.0066,0.0842,0.0023,0,-0.1119
411424,柘城县,739042,706.9,0.9319,0.1718,0.0624,0.1076,0.59,0,0.0675,0.0006,0,-0.0753
411425,虞城县,855517,596.3,0.9042,0.1004,0.1179,0.0925,0.5933,0,0.0943,0.0015,0,-0.1199
411426,夏邑县,877169,588.6,0.9066,0.1155,0.1193,0.0404,0.6314,0,0.0922,0.0012,0,-0.0216
411471,豫东综合物流产业聚集区,178176,1034.4,0.9608,0.3211,0.1571,0.0609,0.4218,0,0.0388,0.0004,0,0.281
411472,河南商丘经济开发区,152767,1460.9,0.9775,0.5362,0.0711,0.0109,0.3592,0,0.0225,0,0,-0.1336
411481,永城市,1362205,673,0.8955,0.2266,0.1174,0.0686,0.4829,0.0082,0.0948,0.0015,0,0.0842
411502,浉河区,572218,318.8,0.8405,0.3937,0.227,0.0113,0.2084,0.043,0.0994,0.0171,0,-0.1061
411503,平桥区,526104,289.1,0.7132,0.4113,0.112,0.0523,0.1377,0.0758,0.1846,0.0264,0,-0.3826
411521,罗山县,473682,228.1,0.603,0.1771,0.2411,0.0226,0.1622,0.1174,0.2492,0.0305,0,-0.0396
411522,光山县,557202,303.1,0.6303,0.1828,0.2246,0.0237,0.1992,0.0709,0.2818,0.0169,0,-0.0611
411523,新县,261528,167.9,0.6204,0.2573,0.1719,0.0316,0.1596,0.0805,0.2681,0.031,0,-0.0613
411524,商城县,468205,221,0.6328,0.1246,0.203,0.0462,0.2591,0.0804,0.2664,0.0203,0,0.019
411525,固始县,958322,324.9,0.6696,0.2309,0.1797,0.0176,0.2413,0.04,0.28,0.0104,0,-0.0798
411526,潢川县,600876,366.5,0.7461,0.278,0.1543,0.0356,0.2782,0.0244,0.217,0.0125,0,-0.0562
411527,淮滨县,536310,442.6,0.7914,0.1935,0.1482,0.0433,0.4063,0.0272,0.1759,0.0056,0,-0.0242
411528,息县,755505,398.9,0.7418,0.1622,0.2283,0.0137,0.3377,0.064,0.1845,0.0097,0,0.1341
411571,信阳高新技术产业开发区,15422,226.4,0.6903,0,0,0.3142,0.3761,0.0621,0.2221,0.0255,0,-0.3444
411602,川汇区,640814,2164.1,0.9804,0.7823,0.0029,0.0369,0.1583,0,0.0191,0.0005,0,0.0545
411603,淮阳区,970016,725.8,0.9399,0.1672,0.0869,0.1501,0.5356,0.0009,0.0582,0.001,0,-0.0512
411621,扶沟县,581733,500.2,0.8801,0.1247,0.0787,0.1522,0.5245,0.0149,0.1005,0.0045,0,0.0504
411622,西华县,768011,636.7,0.9254,0.0817,0.1682,0.1355,0.54,0.0043,0.0667,0.0036,0,0.1085
411623,商水县,842873,663.6,0.9292,0.0813,0.129,0.1711,0.5478,0.0047,0.0633,0.0028,0,-0.1224
411624,沈丘县,924963,851.3,0.9587,0.1528,0.164,0.1085,0.5333,0,0.0403,0.0009,0,-0.0331
411625,郸城县,947876,633.6,0.9279,0.1302,0.0284,0.1571,0.6122,0,0.0712,0.0008,0,-0.1033
411627,太康县,1028738,583.6,0.8996,0.1046,0.0743,0.1117,0.609,0.0051,0.0933,0.0021,0,-0.1075
411628,鹿邑县,863314,696,0.9396,0.1213,0.0814,0.1331,0.6037,0,0.0597,0.0007,0,-0.0994
411671,河南周口经济开发区,154418,3829.5,0.9904,0.946,0,0,0.0445,0,0.0096,0,0,0.704
411681,项城市,951095,870.8,0.961,0.2579,0.1256,0.1091,0.4685,0,0.0379,0.0011,0,-0.0227
411702,驿城区,1007918,822.3,0.9085,0.6523,0.053,0.0078,0.1954,0.0145,0.0735,0.0035,0,0.3317
411721,西平县,658588,600,0.9163,0.2061,0.1205,0.1056,0.4841,0.0057,0.0745,0.0035,0,0.0174
411722,上蔡县,1052950,693.4,0.9321,0.1455,0.1445,0.1295,0.5126,0.0047,0.0607,0.0025,0,0.0469
411723,平舆县,718420,558.9,0.8905,0.1899,0.0468,0.0785,0.5754,0.0026,0.1043,0.0026,0,-0.0141
411724,正阳县,630808,330.4,0.6957,0.1681,0.1044,0.0439,0.3793,0.0606,0.2316,0.0121,0,0.0091
411725,确山县,390999,237.8,0.545,0,0.2111,0.0433,0.2906,0.1018,0.3374,0.0158,0,-0.0299
411726,泌阳县,680616,289.5,0.717,0.1684,0.0673,0.048,0.4333,0.0445,0.2258,0.0127,0,-0.021
411727,汝南县,725488,480.9,0.8391,0.2123,0.0645,0.0724,0.49,0.02,0.1376,0.0033,0,0.1844
411728,遂平县,427322,411.1,0.7946,0.1878,0.028,0.062,0.5167,0.0295,0.1703,0.0056,0,-0.0318
411729,新蔡县,803020,556.2,0.8977,0.1342,0.0386,0.0814,0.6435,0.0047,0.0964,0.0012,0,-0.0253
411771,河南驻马店经济开发区,140308,1407,0.9545,0.7098,0.0417,0,0.203,0,0.0451,0.0004,0,-0.4778
419001,济源市,766678,402.9,0.8722,0.5152,0.1034,0.0325,0.221,0.0388,0.0792,0.0099,0,0.0542
420102,江岸区,813238,10154.1,0.9988,0.9893,0,0,0.0096,0,0.0011,0.0001,0,-0.1575
420103,江汉区,847068,29552.6,1,1,0,0,0,0,0,0,0,0.3073
420104,硚口区,975783,23053.8,1,1,0,0,0,0,0,0,0,0.4637
420105,汉阳区,707330,6222.7,0.997,0.9835,0,0,0.0135,0,0.0029,0.0001,0,-0.1552
420106,武昌区,1395859,15536.4,1,1,0,0,0,0,0,0,0,0.2664
420107,青山区,285086,5938.6,0.9996,0.9996,0,0,0,0,0.0004,0,0,-0.3398
420111,洪山区,1613181,2840,0.9834,0.9148,0.0285,0,0.04,0.0056,0.0099,0.0011,0,-0.3685
420112,东西湖区,621098,1272.2,0.9579,0.7076,0.1059,0.0006,0.1438,0.0094,0.03,0.0027,0,-0.2657
420113,汉南区,135089,467.7,0.8614,0.4969,0.1753,0.0398,0.1494,0.0597,0.0712,0.0077,0,-0.069
420114,蔡甸区,701600,638.8,0.9313,0.5327,0.1671,0.0227,0.2088,0.0087,0.0554,0.0045,0,-0.2463
420115,江夏区,996858,492.4,0.8892,0.7063,0.0748,0.018,0.0901,0.0146,0.0827,0.0134,0,-0.2381
420116,黄陂区,868550,385.3,0.7943,0.2815,0.1527,0.0238,0.3362,0.0207,0.1767,0.0083,0,-0.2458
420117,新洲区,836328,564.8,0.8956,0.317,0.2082,0.0354,0.335,0.005,0.0947,0.0047,0,-0.028
420202,黄石港区,221344,7859,0.9997,0.9934,0,0,0.0063,0,0.0003,0,0,-0.0838
420203,西塞山区,251472,2180,0.9809,0.9093,0,0,0.0716,0,0.0176,0.0015,0,0.2751
420204,下陆区,204258,3284.8,0.9945,0.969,0,0,0.0254,0,0.0049,0.0006,0,-0.0508
420205,铁山区,32356,1112.7,0.9683,0,0.714,0,0.2543,0,0.0267,0.0051,0,-0.2279
420222,阳新县,744016,266.6,0.7419,0.1434,0.2038,0.0511,0.3436,0.0754,0.169,0.0137,0,-0.1751
420281,大冶市,814780,520.8,0.8765,0.2309,0.2386,0.0337,0.3734,0.0169,0.103,0.0036,0,-0.0648
420302,茅箭区,584070,1087.3,0.9813,0.9485,0,0.0066,0.0262,0.0062,0.0102,0.0023,0,-0.0291
420303,张湾区,517860,784.7,0.9543,0.8604,0.0202,0.01,0.0636,0.0095,0.0325,0.0038,0,0.1991
420304,郧阳区,584787,152.2,0.7319,0.2438,0.2803,0.0269,0.181,0.1027,0.1406,0.0247,0,0.4796
420322,郧西县,407226,115.8,0.6501,0.159,0.2313,0.0589,0.201,0.1505,0.169,0.0304,0,0.0976
420323,竹山县,379315,105.4,0.6562,0.2962,0.1692,0.0151,0.1757,0.1645,0.154,0.0253,0,0.0961
420324,竹溪县,288900,87.1,0.7618,0.1781,0.3219,0.0714,0.1904,0.0909,0.1267,0.0207,0,0.0188
420325,房县,363988,70.8,0.6739,0.1755,0.2485,0.0745,0.1755,0.153,0.1459,0.0272,0,-0.0157
420381,丹江口市,428291,136.4,0.7659,0.3214,0.2906,0.0251,0.1288,0.0794,0.1282,0.0264,0,0.0448
420502,西陵区,681368,8443.6,0.9981,0.9832,0,0,0.0149,0,0.0018,0.0001,0,0.3452
420503,伍家岗区,413064,4959.3,0.9968,0.9775,0,0,0.0193,0,0.0029,0.0003,0,0.2283
420504,点军区,136498,253.8,0.8061,0.0403,0.3748,0.022,0.3689,0.0061,0.1671,0.0208,0,0.3428
420505,猇亭区,59028,488.1,0.9022,0,0.6161,0.0875,0.1986,0.0057,0.0792,0.013,0,-0.1411
420506,夷陵区,654896,191.6,0.7438,0.4065,0.1731,0.0054,0.1588,0.0772,0.1592,0.0198,0,0.2255
420525,远安县,171563,98.1,0.6697,0,0.3652,0.065,0.2394,0.0768,0.2112,0.0423,0,0.0324
420526,兴山县,159546,68.8,0.6398,0,0.3535,0.1175,0.1688,0.1749,0.1485,0.0368,0,0.1917
420527,秭归县,336442,147.5,0.6424,0.2128,0.2141,0.025,0.1905,0.1437,0.1831,0.0308,0,0.1228
420528,长阳土家族自治县,356746,104.1,0.6217,0,0.4509,0.0242,0.1466,0.1362,0.1972,0.045,0,0.1668
420529,五峰土家族自治县,174010,73.3,0.5911,0,0.3521,0.1417,0.0973,0.1472,0.2141,0.0477,0,0.1153
420581,宜都市,350960,258.9,0.7588,0.2453,0.2048,0.0628,0.2459,0.036,0.1802,0.025,0,0.0103
420582,当阳市,421451,195.4,0.5409,0.3621,0.0341,0.0175,0.1272,0.1188,0.3081,0.0322,0,0.0603
420583,枝江市,454836,329.5,0.6733,0.2679,0.0841,0.0685,0.2528,0.0452,0.2749,0.0067,0,0.1135
420602,襄城区,466536,707.4,0.9103,0.6431,0.1035,0.0515,0.1122,0.0078,0.0752,0.0067,0,-0.0191
